游戏名,类型,开发商,发行商,价格,平台,性质,是否支持中文,历史在线峰值
我的骨头,"独立,冒险,恐怖,短片,动作",GDNomad,Infernal Dream,6,PC,单人,否,"2,540"
地牢帝国,"策略,奇幻,恶人主角",Cyanide Montreal,Paradox Interactive,8,PC,单人,否,"2,540"
致命联盟：烈火,"好评原声音轨,2D 格斗,动作,格斗,独立,体育,快节奏,本地多人,竞技,多人,街机,在线合作,原声音乐,欢乐,4人本地,电竞,心理恐怖,动漫",Team Reptile,Team Reptile,70,PC,本地多人,是,"2,538"
亡灵诡计,"类魂系列,角色扮演,动作,类银河战士恶魔城,像素图形,独立,黑暗奇幻,冒险,二维,困难,动作角色扮演,平台游戏,单人,横向滚屏,奇幻,氛围,类Rogue,好评原声音轨,游戏制作,休闲",White Rabbit,Adult Swim Games,70,PC,单人,否,"2,538"
战场女武神4,"策略,角色扮演,动漫,回合制,战争,策略角色扮演,单人,战术,动作,第三人称视角,日系角色扮演,剧情丰富,战术角色扮演,暴力,坦克,回合战略,好评原声音轨,女性主角,色情内容,二战",SEGA,SEGA,220,PC,单人,是,"2,536"
灵界女孩,"冒险,独立,恐怖,女性主角,解谜,单人,剧情丰富,平台游戏,动漫,灵异,氛围,指向 &amp; 点击,二维,横向滚屏,悬疑,短片,休闲",Night Light Interactive,Akupara Games,36,PC,单人,是,"2,527"
菲斯,"平台游戏,独立,解谜,像素图形,探索,好评原声音轨,单人,冒险,休闲,悬疑,平台解谜,二维,唯美,放松,氛围,大师级,可爱,怀旧,伪3D,控制器",Polytron Corporation,Trapdoor,36,PC,单人,否,"2,526"
'n Verlore Verstand,"冒险,独立,休闲,虚拟现实,平台游戏,第一人称视角,氛围,好评原声音轨,解谜,探索,步行模拟,单人,奇幻,平台解谜,试验性,3D 平台,剧情,视觉小说,风格化,抢先体验",Skobbejak Games,Skobbejak Games,48,PC,单人,是,"2,524"
星之赏金猎人,"独立,动作,休闲,冒险,角色扮演,清版射击,太空,弹幕射击,射击,横向滚屏",EGAMER,EGAMER,32,PC,单人,否,"2,524"
艾尔之光,"免费,动漫,角色扮演,动作,大型多人在线,大型多人在线角色扮演,冒险,格斗,多人,横向滚屏,玩家对战,在线合作,砍杀,休闲,可爱,二维,奇幻,合作,清版动作,平台游戏",KOG,KOG Games,Free to Play,PC,大型多人在线,否,"2,524"
The Albatross,"动作,独立,冒险",JDRumble,JDRumble,11,PC,单人,否,"2,515"
莱克斯尸斑,"动作,冒险,独立,恐怖,开放世界,步行模拟",Dennis Esie,Dennis Esie,21,PC,单人,否,"2,509"
Flat Kingdom Paper's Cut Edition,"独立,动作,冒险,平台游戏,类银河战士恶魔城,动作冒险,平台解谜,二维",Fat Panda Games,Games Starter,31,PC,单人,否,"2,509"
Endless Horde,"塔防,僵尸,生存,动作,独立,战术,单人,血腥,暴力,科幻,策略,休闲,即时战术,即时战略,战争,毁灭,黑色幽默,黑色喜剧,欢乐,喜剧",Ominous Entertainment,Ominous Entertainment,6,PC,单人,否,"2,504"
幸存,"免费,角色扮演,大型多人在线,生存,像素图形,抢先体验,弹幕射击,动作,独立,多人,类Rogue,合作,永久死亡,二维",Human Head Studios,Digital Extremes,,PC,大型多人在线,否,"2,500"
美国职业摔角联盟2K16,"体育,格斗,摔角,模拟,多人,动作,单人,角色定制,网红,合作,欢乐,本地合作,动漫,好评原声音轨,裸露","Visual Concepts,Yuke's Co., LTD",2K,,PC,多人,否,"2,498"
炫动弹球,"动作,体育,独立,多人,弹球,分屏,竞技,合作,限时,本地多人,4人本地",Stitch Heads Entertainment,Stitch Heads Entertainment,49,PC,多人,是,"2,497"
Bonny's Adventure,"冒险,独立,休闲,动作","Jonas De Carvalho Felinto,Marcelo Eduardo Cabral","Jonas De Carvalho Felinto,Marcelo Eduardo Cabral",18,PC,单人,否,"2,494"
VR桌面,"实用工具,虚拟现实",Guy Godin,Guy Godin,48,PC,其他,否,"2,492"
Bigscreen Beta,"模拟,虚拟现实,实用工具,多人","Bigscreen, Inc.","Bigscreen, Inc.",免费,PC,多人,否,"2,491"
ShapeShifter,"独立,休闲",PRORTUS,Back To Basics Gaming,6,PC,单人,否,"2,489"
The Rake: Red Forest,"独立,冒险,生存,动作,恐怖,多人,潜行,射击,第一人称射击",BiscuitPlay,BiscuitPlay,21,PC,多人,否,"2,488"
AoF Chess Club 2.0,"独立,策略,休闲,大型多人在线,棋类,大型多人在线角色扮演",none,none,,PC,大型多人在线,是,"2,487"
RPG制作大师MV,"RPG制作大师,游戏开发,角色扮演,动漫,设计与插画,游戏制作,网络出版,日系角色扮演,二维,软件,单人,色情内容,裸露,多人,大型多人在线角色扮演","KADOKAWA,Yoji Ojima",Degica,204,PC,单人,是,"2,486"
Alchemyland ,"抢先体验,独立,冒险,休闲,角色扮演",azimut team,azimut team,6,PC,单人,否,"2,485"
特技摩托：聚变,"竞速,多人,单人,物理,本地多人,体育,未来,平台游戏,动作,欢乐,伪3D,竞技,关卡编辑,困难,二维,休闲,模拟,街机,好评原声音轨,冒险","RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev",Ubisoft,88,PC,多人,是,"2,485"
Fork Parker's Holiday Profit Hike,"免费,平台游戏,独立,动作,冒险,像素图形,二维,困难,多人,跑酷,欢乐,好评原声音轨",Dodge Roll,Devolver Digital,,PC,多人,否,"2,479"
Richie's Plank Experience,"模拟,独立,休闲,虚拟现实,恐怖",Toast,Toast,50,PC,单人,否,"2,475"
英雄连：勇气传说,"策略,即时战略,二战,军事,多人,基地建设,单人,动作,战争,战术,历史,大师级",Relic Entertainment,SEGA,68,PC,多人,否,"2,474"
高空竞速,"竞速,独立,街机",SilentFuture,SilentFuture,21,PC,单人,否,"2,470"
突袭4,"策略,二战,即时战略,战争,历史,多人,拟真,即时,坦克,单人,即时战术,军事",Kite Games,Kalypso Media,69,PC,多人,是,"2,466"
数字战斗模拟：世界,"模拟,飞行,免费,军事,多人,拟真,战争,开放世界,单人,TrackIR,动作,虚拟现实,射击,合作,沙盒,坦克,第一人称视角,第一人称射击,策略,大型多人在线",Eagle Dynamics SA,The Fighter Collection,免费,PC,多人,是,"2,466"
Montecrypto: The Bitcoin Enigma,"休闲,解谜,冒险,独立,大型多人在线,模拟","Gem Rose Accent,Corentin Derbré",Gem Rose Accent,11,PC,大型多人在线,否,"2,466"
马格达莱纳,"独立,冒险,历史,步行模拟,恐怖",MagdalenaTeam,MagdalenaTeam,3,PC,单人,否,"2,459"
坑人,"策略,角色扮演,欢乐,回合制战斗,动作,独立,喜剧,回合制,合作,多人,好评原声音轨,网红,本地合作,六角格棋盘,冒险,开放世界,抢先体验,单人,血腥,休闲",The Behemoth,The Behemoth,70,PC,合作,是,"2,455"
大厦管理者,"管理,模拟,建造,策略,单人,二维,沙盒,独立,经济,休闲,城市营造",SomaSim,Kasedo Games,68,PC,单人,是,"2,452"
全面战争：王国,"策略,免费,中世纪,多人,战争,单人,即时战略,动作,城市营造,休闲,历史,沙盒,建造",CREATIVE ASSEMBLY,SEGA,Free to Play,PC,多人,否,"2,448"
hack_me 2,"模拟,独立,黑客",EasyWays Team,Indovers Studio,18,PC,单人,否,"2,441"
职业自行车队经理2015,"体育,模拟,骑车,管理",Cyanide Studio,Focus Home Interactive,18,PC,单人,否,"2,439"
闪乱神乐：沙滩戏水,"色情内容,裸露,动漫,成人,第三人称射击,动作,女性主角,多人,射击,角色定制,单人,剧情丰富,可爱,第三人称视角,第一人称射击",Tamsoft,"XSEED Games,Marvelous USA, Inc.,Marvelous",116,PC,多人,是,"2,435"
料理模拟器,"模拟,独立,休闲,拟真,单人,欢乐,沙盒,物理,第一人称视角,阖家,管理,放松,制作,喜剧,重玩价值,动作,经济,资源管理,网红,砍杀",Big Cheese Studio,PlayWay S.A.,70,PC,单人,是,"2,427"
盐与避难所,"类魂系列,类银河战士恶魔城,困难,黑暗奇幻,角色扮演,二维,动作,平台游戏,独立,氛围,本地合作,动作角色扮演,黑暗,横向滚屏,血腥,合作,单人,冒险,恐怖,剧情丰富",Ska Studios,Ska Studios,60,PC,本地合作,否,"2,422"
Golf It!高尔夫吧！,"迷你高尔夫,多人,高尔夫球,休闲,体育,欢乐,抢先体验,模拟,独立,在线合作,单人,关卡编辑,沙盒,本地多人,困难,合作,网红,策略,阖家,心理恐怖",Perfuse Entertainment,Perfuse Entertainment,34,PC,多人,否,"2,419"
The Lost,"独立,冒险,角色扮演,休闲,解谜",Duang,juezhu,,PC,单人,是,"2,413"
Weable,"动作,休闲,独立,二维,纵轴",SPECTRUM GAMES,Valkyrie Initiative,11,PC,单人,否,"2,411"
美国职业摔角联盟2K18,"体育,模拟,格斗,摔角,多人,角色定制,单人","Visual Concepts,Yuke's Co., LTD",2K,165,PC,多人,否,"2,411"
维克多弗兰,"动作角色扮演,砍杀,角色扮演,冒险,合作,动作,多人,等角,寻宝,迷宫探索,独立,本地合作,控制器,奇幻,单人,在线合作,黑暗奇幻,纵轴,蒸汽朋克,困难",Haemimont Games,EuroVideo Medien,68,PC,合作,是,"2,410"
Edge of Hearts,"抢先体验,动作,独立,冒险,女性主角,像素图形",Re:Lab,Dark Light Studio,11,PC,单人,否,"2,409"
绝对征服,"动作,第三人称射击,科幻,单人,快节奏,射击,第三人称视角,子弹时间,未来,机甲世界,机器人,街机,好评原声音轨,角色动作,冒险,经典,赛博朋克,砍杀,剧情丰富,困难","PlatinumGames,Little Stone Software",SEGA,100,PC,单人,否,"2,405"
Unalive,"独立,动作,类Rogue,永久死亡",RandomSpin,RandomSpin,,PC,单人,否,"2,404"
武装突袭：冷战突击,"模拟,动作,军事,策略,冷战,第一人称射击,经典,战术,开放世界,多人,射击,战争,拟真,第一人称视角,单人,大师级,沙盒,可模组化,团队导向,第三人称视角",Bohemia Interactive,Bohemia Interactive,24,PC,多人,否,"2,403"
隐形公司,"潜行,回合战略,赛博朋克,回合制,策略,类Rogue,独立,程序生成,等角,单人,回合制战术,战术,永久死亡,轻度 Rogue,动作,困难,科幻,冒险,好评原声音轨,女性主角",Klei Entertainment,Klei Entertainment,68,PC,单人,否,"2,401"
细菌战,"动作,休闲,独立,好评原声音轨,街机,卡通化,卡通",Svarog Studios,Back To Basics Gaming,6,PC,单人,否,"2,398"
The Next Door,"独立,休闲,冒险,解谜,步行模拟",Labory,Labory,6,PC,单人,否,"2,392"
N0-EXIT,"抢先体验,动作,冒险,独立,角色扮演,策略",NedoStudio,NedoStudio,6,PC,单人,否,"2,391"
迈达斯的黄金,"免费,轻游戏,独立,休闲,单人,角色扮演,冒险,策略,动作,模拟",Holyday Studios,Holyday Studios,免费开玩,PC,单人,否,"2,387"
海战世界,"免费,海战,海军,二战,大型多人在线,军事,模拟,战争,多人,动作,策略,多人在线战术竞技,射击,合作,战术,冒险,生存,第一人称视角,单人,沙盒",ICE Entertainment,Changyou.com Limited,免费游玩,PC,大型多人在线,是,"2,387"
iREC,"独立,恐怖,单人,解谜,第一人称视角",Labory,Mamilos Club Studios,免费游玩,PC,单人,否,"2,386"
乐高星球大战：原力觉醒,"乐高,星球大战,冒险,动作,开放世界,喜剧,合作,科幻,多人,欢乐,太空,本地合作,阖家,单人,第三人称视角,解谜,女性主角,剧情丰富,奇幻,生存","Traveller's Tales,TT Games,Feral Interactive (Mac)","Warner Bros. Interactive Entertainment,Feral Interactive (Mac)",70,PC,合作,否,"2,385"
FaceRig脸部捕捉,"动画制作和建模,欢乐,视频制作,喜剧,模拟,网红,可爱,单人,阖家,软件,独立,奇幻,大师级,3D视觉,动作,抢先体验,3D,Epic,裸露,唯美",Holotech Studios,Holotech Studios,300,PC,单人,是,"2,384"
Zombidle: REMONSTERED,"免费,轻游戏,休闲,独立,策略,僵尸,欢乐,二维,多人,单人,指向 &amp; 点击",Berzerk Studio,Berzerk Studio,免费开玩,PC,多人,是,"2,379"
Space Pilgrim Episode IV: Sol,"冒险,独立,RPG制作大师,太空,科幻,女性主角,剧情丰富,二维","Pilgrim Adventures,GrabTheGames Studios",GrabTheGames,5,PC,单人,否,"2,376"
皇家塔防,"策略,休闲,独立,塔防","Good Games,Creobit",8Floor,15,PC,单人,否,"2,375"
Dangerous Bullets,"动作,冒险,独立,角色扮演",Indie Games Studio,Enoops,11,PC,单人,否,"2,371"
Hyper color ball,"独立,休闲,模拟",Czester16,Back To Basics Gaming,6,PC,单人,否,"2,368"
羊群分离法,"解谜,休闲,独立,可爱,射击,黑色幽默,冒险,欢乐,放松,单人,血腥,策略,困难,二维,好评原声音轨,等角","Victor Solodilov,Denis Novikov",tinyBuild,21,PC,单人,否,"2,366"
Machine Made: Rebirth,"独立,角色扮演,RPG制作大师",Proteus Studios,Sometimes You,21,PC,单人,否,"2,362"
刺客信条：叛变,"开放世界,暗杀,动作,跑酷,第三人称视角,潜行,冒险,历史,单人,过场动画,氛围,光明会,海盗,剧情丰富,动作冒险,沙盒,快速反应事件,解谜,大师级,模拟","Ubisoft Sofia,Ubisoft Kiev",Ubisoft,88,PC,单人,否,"2,361"
仙女纸牌,"卡牌游戏,休闲,独立,纸牌,解谜,单人,奇幻,仅鼠标,阖家,欲罢不能,二维,可爱,触控,放松",Subsoap,Subsoap,36,PC,单人,否,"2,361"
侏儒花园2,"策略,休闲,时间管理","Jerzie,Creobit",8Floor,22,PC,单人,否,"2,360"
神舞幻想,"角色扮演,回合制,单人,奇幻,剧情丰富,动漫,武术",北京九鳳信息科技有限公司,北京网元圣唐娱乐科技有限公司,89,PC,单人,是,"2,359"
Zombie Defense,"免费,僵尸,塔防,策略,生存,多人,动作,休闲,独立,单人,恐怖,射击,即时战略,合作,纵轴",Home Net Games,Home Net Games,免费开玩,PC,多人,否,"2,356"
一级方程式赛车 2014,"竞速,汽车模拟,体育,模拟,多人,单人,驾驶,合作,街机,拟真",Codemasters,Codemasters,88,PC,多人,否,"2,356"
数码宝贝物语：网络侦探,"角色扮演,动漫,日系角色扮演,回合制,单人,回合制战斗,冒险,好评原声音轨,多人,剧情丰富","h.a.n.d., Inc.",BANDAI NAMCO Entertainment Inc.,228,PC,单人,否,"2,355"
环绕走廊,"解谜,第一人称视角,独立,超现实,探索,单人,抽象,非线性,冒险,氛围,困难,极简主义,迷幻,心理,大师级,彩色,好评原声音轨,类银河战士恶魔城,重玩价值,科幻",Alexander Bruce,Demruth,68,PC,单人,否,"2,352"
Psycho on the loose,"动作,休闲,血腥,暴力,策略",WhackAKey Games,WhackAKey Games,11,PC,单人,否,"2,350"
黑色守卫,"角色扮演,回合制,策略,战术,奇幻,独立,单人,回合战略,战术角色扮演,等角,角色定制,六角格棋盘,回合制战术,黑暗奇幻,冒险,剧情丰富,困难,电脑角色扮演,动作",Daedalic Entertainment,Daedalic Entertainment,38,PC,单人,是,"2,348"
Starship Annihilator,"独立,动作,清版射击",IR Studio,IR Studio,6,PC,单人,否,"2,347"
机甲战机,"免费,策略,多人,机甲世界,多人在线战术竞技,即时战略,动作,机器人,在线合作,独立,科幻,合作,玩家对战,大型多人在线,射击,抢先体验,单人,冒险,快节奏,角色扮演",Carbon Games,Carbon Games,Free to Play,PC,多人,是,"2,336"
Normality,"冒险,指向 &amp; 点击,怀旧",Gremlin Interactive,Funbox Media Ltd,15,PC,单人,否,"2,333"
求生之路,"僵尸,合作,第一人称射击,多人,动作,射击,在线合作,恐怖,团队导向,第一人称视角,生存,末日,单人,氛围,冒险,战术,可模组化,竞技,重玩价值,女性主角",Valve,Valve,37,PC,合作,是,"2,333"
Pilam Sky,"动作,休闲,独立,模拟,蒸汽朋克",BeagleGames,BeagleGames,18,PC,单人,否,"2,324"
死亡岛：终极版,"僵尸,生存,合作,开放世界,多人,动作,血腥,恐怖,第一人称视角,第一人称射击,制作,角色扮演,在线合作,生存恐怖,单人,冒险,暴力,裸露,控制器,女性主角",Techland,Deep Silver,58,PC,合作,否,"2,323"
被诅咒的西部,"动作,冒险,独立,平台游戏,街机,射击,伪3D,西部",GoeX GameS,GoeX GameS,11,PC,单人,否,"2,322"
1914: Prelude to Chaos,"角色扮演,RPG制作大师",Amaterasu Software,Amaterasu Software,6,PC,单人,否,"2,316"
职业自行车队经理2016,"体育,模拟,骑车,管理,多人,单人",Cyanide Studio,Focus Home Interactive,38,PC,多人,否,"2,315"
生化危机4,"物品管理,生存恐怖,动作,僵尸,大师级,恐怖,第三人称射击,单人,冒险,第三人称视角,经典,快速反应事件,氛围,生存,重制,射击,血腥,重玩价值,好评原声音轨,困难",Capcom,Capcom,127,PC,单人,否,"2,312"
神界：龙之指挥官,"策略,角色扮演,龙,奇幻,政治性,动作,即时战略,单人,蒸汽朋克,回合制,选择取向,即时含暂停,剧情丰富,多人,喜剧,合作,大师级,好评原声音轨,爱情",Larian Studios,Larian Studios,112,PC,单人,否,"2,311"
阻塞大地,"沙盒,建造,多人,乐高,开放世界,动作,独立,可模组化,第一人称视角,欢乐,冒险,合作,第一人称射击,单人,第三人称视角,射击,竞速,僵尸,角色扮演,恐怖","Eric Hartman,Ben Garney,Anthony Rotondo",Step 1 Games LLC,37,PC,多人,否,"2,310"
能量平衡,"独立,休闲,解谜",Sometimes You,Sometimes You,15,PC,单人,否,"2,309"
星球大战：绝地武士3,"星球大战,动作,科幻,第三人称视角,多人,经典,单人,可模组化,剑术,第一人称射击,角色定制,冒险,射击,第一人称视角,角色扮演,第三人称射击,大师级,好评原声音轨,砍杀,女性主角",Raven Software,"LucasArts,Lucasfilm,Disney",37,PC,多人,否,"2,306"
太空玉米,"独立,冒险,文字为基础,动作,奇幻,心理恐怖,网红","Henrique Pegacha,Rafael Lima,Nuno Guerreiro",Gentlemen in Tuxedos,,PC,单人,否,"2,304"
Defiance 2050,"刷宝射击游戏,免费,大型多人在线,冒险,开放世界,暴力,合作,多人,第一人称射击,第三人称射击,射击,大型多人在线角色扮演,科幻,角色扮演,第三人称视角,动作",Trion Worlds,Trion Worlds,免费开玩,PC,大型多人在线,否,"2,301"
落日超驰,"动作,开放世界,角色定制,冒险,跑酷,单人,第三人称射击,欢乐,暴力,喜剧,彩色,好评原声音轨,第三人称视角,末日,僵尸,射击,女性主角,沙盒,快节奏,合作","Insomniac Games,Blind Squirrel Games",Xbox Game Studios,74,PC,单人,否,"2,296"
IACTURA,"动作,独立,多人,二维,射击,单人,清版射击",Merlin Beer,Merlin Beer,6,PC,多人,否,"2,295"
Crush Crush,"免费,色情内容,裸露,动漫,恋爱模拟,轻游戏,成人,可爱,休闲,单人,爱情,欢乐,视觉小说,喜剧,网红,独立,资源管理,女性主角,策略,Hentai",Sad Panda Studios,Sad Panda Studios,免费游玩,PC,单人,否,"2,293"
Citalis,"休闲,独立,模拟,轻游戏",Matt Hooper,Sometimes You,11,PC,单人,否,"2,292"
霸王,"角色扮演,恶人主角,第三人称视角,喜剧,奇幻,动作,欢乐,冒险,单人,黑色幽默,动作冒险,策略,氛围,动作角色扮演,大师级,解谜,即时战略,开放世界,砍杀,剧情丰富","Triumph Studios,Virtual Programming",Codemasters,21,PC,单人,否,"2,291"
One Step From Eden,"动作,策略,独立,冒险,牌组构建,像素图形,轻度 Rogue,困难,卡牌游戏,好评原声音轨,类Rogue,重玩价值,动作类 Rogue,动漫,弹幕射击,女性主角",Thomas Moon Kang,"Humble Bundle,Maple Whispering Limited",68,PC,单人,是,"2,291"
路障大作战,"免费,第一人称射击,多人,动作,像素图形,射击,第一人称视角,独立,大型多人在线,建造,抢先体验,合作,欢乐,在线合作,生存,血腥,僵尸,单人,快节奏,模拟",Skullcap Studios,Skullcap Studios,免费开玩,PC,多人,否,"2,288"
像素英雄,"指向 &amp; 点击,独立,喜剧,像素图形,解谜,冒险,单人,欢乐,动作,二维,小游戏,短片,休闲,怀旧,关卡编辑,试验性,谐仿,好评原声音轨,快节奏,触控",Sos Sosowski,Sos Sosowski,29,PC,单人,否,"2,286"
音乐战机,"音乐,节奏,独立,休闲,音乐动态生成,街机,彩色,放松,单人,竞分,欲罢不能,本地合作,程序生成,重玩价值,解谜,好评原声音轨,快节奏,竞速,合作,本地多人",Dylan Fitterer,Dylan Fitterer,36,PC,单人,否,"2,286"
无光之空,"蒸汽朋克,洛夫克拉夫特式,角色扮演,探索,剧情丰富,单人,纵轴,独立,生存,冒险,氛围,火车,Kickstarter,众筹,续作,类Rogue,黑暗,好评原声音轨,架空,二维",Failbetter Games,Failbetter Games,78,PC,单人,否,"2,285"
无尽世界,"免费,角色扮演,冒险,休闲,策略,独立,懒人游戏,动作,轻游戏,3D,多人,抢先体验,裸露,动漫,单人",Radiance Games,Radiance Games,免费开玩,PC,多人,是,"2,284"
Cannons-Defenders: Steam Edition,"动作,独立,休闲,二维,好评原声音轨,单人,血腥,困难,横向滚屏,平台游戏,塔防",REX PEX GAMES,REX PEX GAMES,6,PC,单人,否,"2,283"
Road Madness,"竞速,动作",Faton,Faton,,PC,单人,否,"2,280"
符石守护者,"策略,角色扮演,类Rogue,独立,休闲,轻度 Rogue,指向 &amp; 点击,回合制,迷宫探索,像素图形",Blackfire,Cimugames,36,PC,单人,是,"2,280"
魔窟冒险,"冒险,平台游戏,解谜,本地合作,喜剧,合作,独立,本地多人,欢乐,单人,黑色幽默,平台解谜,氛围,二维,休闲,控制器,伪3D,指向 &amp; 点击,女性主角,大师级",Double Fine Productions,Double Fine Productions,50,PC,本地合作,否,"2,279"
Raise Your Own Clone,"冒险,休闲",CoaguCo Industries,CoaguCo Industries,6,PC,单人,否,"2,279"
像素解谜：日本,"解谜,休闲,独立,模拟,单人,放松,策略,指向 &amp; 点击",DL Softworks,The Digital Puzzle Company,22,PC,单人,否,"2,276"
质量效应2,"角色扮演,科幻,剧情丰富,第三人称射击,动作,太空,单人,好评原声音轨,冒险,选择取向,过场动画,大师级,第三人称视角,爱情,角色定制,射击,氛围,女性主角,动作角色扮演,即时含暂停",BioWare,Electronic Arts,99,PC,单人,否,"2,275"
Dungeon Defenders: Awakened,"独立,策略,角色扮演,塔防,抢先体验,多人,合作,寻宝",Chromatic Games,Chromatic Games,116,PC,多人,否,"2,274"
Wuppo巫姆,"冒险,可爱,独立,动作,角色扮演,平台游戏,二维,类银河战士恶魔城,欢乐,探索,单人,剧情丰富,好评原声音轨,解谜,开放世界,手绘,阖家,彩色,像素图形,困难",Knuist &amp; Perzik,SOEDESCO Publishing,48,PC,单人,是,"2,273"
Tetropunk,"休闲,独立","Сrazy Creator,Rosyaev",Rosyaev,15,PC,单人,否,"2,269"
Uriel's Chasm 2: את,"独立,动作,冒险,清版射击,像素图形",Rail Slave Games,KISS ltd,21,PC,单人,否,"2,267"
网络奇兵2,"赛博朋克,角色扮演,恐怖,科幻,经典,第一人称射击,生存恐怖,大师级,动作,非主流经典,太空,第一人称视角,剧情丰富,氛围,沉浸式模拟,好评原声音轨,单人,合作,物品管理,射击","Irrational Games,Looking Glass Studios",Nightdive Studios,36,PC,单人,否,"2,265"
缺氧血症,"独立,冒险,休闲,二维,水底,横向滚屏,平台游戏",BSK Games,BSK Games,18,PC,单人,否,"2,265"
战锤40K：战争黎明-黑暗十字军,"策略,战锤40K,即时战略,科幻,基地建设,多人,单人,游戏工坊,即时,经典,大师级,战争,动作,战术,氛围,血腥,合作,奇幻,太空,冒险",Relic Entertainment,SEGA,39,PC,多人,否,"2,259"
Jack's Gang,"动作,独立",André Bertaglia,André Bertaglia,18,PC,单人,否,"2,255"
Chill the Piro,"动作,独立,街机,二维,解谜,横向滚屏,困难,单人,平台解谜","Sergey Marchenko,Vyacheslav Ozolnieks",Sergey Marchenko,11,PC,单人,否,"2,254"
Torn Tales,"冒险,独立,角色扮演",Twistplay,Chilled Mouse,39,PC,单人,否,"2,254"
LocoSoccer,"体育,独立,策略,二维,清版射击,动漫,好评原声音轨,休闲,街机,像素图形,欢乐,单人",Startreming,Senpai Studios,6,PC,单人,否,"2,252"
阴阳师,"策略,角色扮演,免费,动漫,冒险,回合制,多人,抢先体验",NetEase Games,NetEase Games,免费开玩,PC,多人,否,"2,252"
我们也在这里,"解谜,合作,冒险,独立,休闲,恐怖,在线合作,第一人称视角,合作战役,心理恐怖,氛围,生存",Total Mayhem Games,Total Mayhem Games,43,PC,合作,是,"2,251"
忍者升级,"动作,独立,平台游戏,怀旧,游戏制作,忍者,二维,像素图形,重玩价值,谐仿,喜剧,冒险,剧情丰富,好评原声音轨,网红",CleanWaterSoft,CleanWaterSoft,,PC,单人,否,"2,251"
上帝模式,"动作,合作,多人,第三人称射击,射击,第三人称视角,单人,血腥,神话,在线合作",Old School Games,ATLUS USA,,PC,合作,否,"2,249"
太空海盗和僵尸2,"太空,策略,动作,独立,角色扮演,僵尸,开放世界,模拟,冒险,海盗,科幻,沙盒,单人,生存,建造,程序生成,虚拟现实,探索,制作,抢先体验",MinMax Games Ltd.,MinMax Games Ltd.,68,PC,单人,是,"2,245"
AXYOS,"动作,第一人称射击,大型多人在线,射击,独立,多人,第一人称视角,多人在线战术竞技,抢先体验",Axyos Games,Axyos Games,22,PC,大型多人在线,否,"2,242"
骑马与砍杀：火与剑,"角色扮演,开放世界,中世纪,动作,策略,历史,多人,战争,沙盒,单人,第三人称视角,冒险,角色定制,第一人称视角,马匹,可模组化,模拟,动作角色扮演,小说改编,独立",TaleWorlds Entertainment,TaleWorlds Entertainment,59,PC,多人,是,"2,239"
GUNS UP!,"免费,策略,多人,动作,塔防,基地建设,战争,休闲,大型多人在线,射击,抢先体验,即时战略","Valkyrie Entertainment, LLC","PlayStation Mobile, Inc.",免费开玩,PC,多人,是,"2,237"
世纪之石2：庞大巨石,"策略,动作,喜剧,独立,竞速,多人,欢乐,塔防,历史,单人,分屏,网红,合作,本地多人",ACE Team,SEGA,48,PC,多人,是,"2,236"
节奏地牢,"节奏,类Rogue,好评原声音轨,像素图形,迷宫探索,独立,女性主角,困难,音乐,本地合作,角色扮演,动作,二维,轻度 Rogue,程序生成,单人,合作,冒险,奇幻,怀旧",Brace Yourself Games,"Brace Yourself Games,Klei Entertainment",48,PC,本地合作,是,"2,234"
Direwolf,"策略,独立,角色扮演,卡牌游戏,抢先体验,推理调查,神话,桌游,社交推理,奇幻,中世纪,悬疑,多人",LizardFactory,LizardFactory,26,PC,多人,否,"2,233"
世界麻将锦标赛,"休闲,独立",Creobit,8Floor,22,PC,单人,否,"2,231"
Super Cuber,"休闲,独立,关卡编辑,平台游戏,极简主义,横向滚屏,平台解谜",Icy Studios,Icy Studios,15,PC,单人,否,"2,230"
幽灵行动4未来战士,"动作,潜行,第三人称射击,合作,战术,射击,多人,自制枪械,第三人称视角,未来,单人,第一人称射击,军事,冒险,大师级,开放世界,氛围,策略,第一人称视角,科幻","Ubisoft Paris,Red Storm Entertainment",Ubisoft,68,PC,合作,否,"2,230"
来自天空,"角色扮演,RPG制作大师,蒸汽朋克,女性主角,日系角色扮演,休闲,奇幻,独立,单人,冒险,怀旧,动漫,剧情丰富,好评原声音轨,回合制,二维,像素图形,策略",Dancing Dragon Games,Degica,48,PC,单人,否,"2,229"
地面争夺战,"策略,即时战略,创世神,独立,奇幻,基地建设,管理,模拟,沙盒,恶人主角,Kickstarter,迷宫探索,欢乐,单人,多人,黑色喜剧,建造,关卡编辑,喜剧,抢先体验",Brightrock Games,Brightrock Games,88,PC,单人,是,"2,227"
杰克盒子的派对游戏包,"休闲,益智问答,本地多人,欢乐,独立,策略,喜剧,多人,桌游,合作,阖家,4人本地,本地合作","Jackbox Games, Inc.","Jackbox Games, Inc.",78,PC,本地多人,否,"2,226"
