游戏名,类型,开发商,发行商,价格,平台,性质,是否支持中文,历史在线峰值
校园恋物语|Love in School,"独立,角色扮演,视觉小说,动漫",樱,樱,6,PC,单人,是,8
Samplitude Music Studio 2019 Steam Edition,音频制作,MAGIX Software GmbH,MAGIX Software GmbH,450,PC,其他,否,8
Durak!,"卡牌游戏,策略,独立,休闲,模拟",Funghisoft,Funghisoft,11,PC,单人,否,8
Pyro VR,"动作,抢先体验,休闲,模拟,虚拟现实",Virtual Light VR,Virtual Light VR,34,PC,单人,否,8
Tangrams Deluxe,"独立,休闲,解谜",Vertical Reach,Vertical Reach,22,PC,单人,是,8
PhyxBox,"免费,模拟,抢先体验,虚拟现实,物理,建造",Jake M,3DIDGAME,免费,PC,单人,否,8
Robots: create AI,"独立,编程",xuan,xuan,6,PC,单人,是,8
DoraKone,"休闲,独立,视觉小说,女性主角,动漫,LGBTQ+,免费,可爱",Apple Cider,Apple Cider,免费,PC,单人,否,8
Noble In Exile / 落魄之家,"抢先体验,模拟,策略",LemoNeko Software,LemoNeko Software,20,PC,单人,是,8
Mysteries of the Undead,"冒险,休闲,隐藏物体",GO! Games,8floor,22,PC,单人,否,8
War of Castle VR,"独立,抢先体验,动作,大型多人在线,虚拟现实",lemonvr,lemonvr,48,PC,大型多人在线,是,8
Punch! ViaCAD 2D/3D v9 + 3D Printing PowerPack LT,"设计与插画,动画制作和建模",Evolution Software,"PunchCAD,Encore Software",248,PC,其他,否,8
SWORDY,"动作,抢先体验,冒险,独立,物理,4人本地,本地多人,体育,剑术,休闲,欢乐,控制器,格斗,清版动作,本地合作,彩色,第三人称视角,喜剧,沙盒,单人",Frogshark,Frogshark,48,PC,本地多人,否,8
Army Men: Toys in Space,"策略,动作,经典",The 3DO Company,2K,40,PC,单人,否,8
Deputy Dangle,"动作,独立,冒险,物理,欢乐",Chashu Entertainment,Chashu Entertainment,36,PC,单人,否,8
Wolf: The Evolution Story,"角色扮演,大型多人在线,模拟,动作,冒险,休闲",Foxie Ventures,App Business Ventures LLC,50,PC,大型多人在线,否,8
Orphan,"冒险,独立,动作,平台游戏",Windy Hill,2Dimensions,50,PC,单人,否,8
勇者有点太嚣张。?G,"休闲,策略,角色扮演",SEAStoriesStudio,SEAStoriesStudio,18,PC,单人,是,8
RPG Fighter League,"角色扮演,动作,独立,RPG制作大师,日系角色扮演",Owl Green Sea,Owl Green Sea,22,PC,单人,否,8
Deadstep,"休闲,独立,恐怖,心理恐怖,生存,第一人称视角,惊悚,黑暗,步行模拟,恶魔,单人,困难,生存恐怖,隐藏物体",Sangwoon Jin,FLUXJIN,22,PC,单人,否,8
East 73: Magenta Fairytale - 东73,"休闲,独立,冒险,视觉小说,动漫,剧情,情感",Magenta Factory,Magenta Factory,6,PC,单人,是,8
Rebel Wings,"动作,独立,休闲",Butlerstyle Entertainment,Butlerstyle Entertainment,21,PC,单人,否,8
FlowState,"免费,竞速,模拟,体育,抢先体验,动作","Timothy Ichiyasu,Joshua Rice",None,免费开玩,PC,单人,否,8
Life and Debt: A Real Life Simulator,"模拟,休闲,策略,生活模拟,二维,独立,单人,欢乐,拟真,像素图形,经济,资源管理,放松",Static City Games,Static City Games,22,PC,单人,否,8
Liquid Rhythm,"音频制作,音乐,软件",WaveDNA,WaveDNA,299,PC,单人,否,8
Blood Branched Sakura,"动作,独立,冒险,血腥,潜行,单人,恐怖,毁灭,恶魔,砍杀,生存,氛围,垂直卷轴射击,大师级",Dedreek The-Terrible,Unreal Gaming,15,PC,单人,否,8
Magnetis,"独立,休闲,解谜",Yullaby,Yullaby,,PC,单人,否,8
CoffeeBiz Tycoon,"模拟,策略,独立,管理,抢先体验,经济,像素图形,单人,沙盒,资本主义,拟真,复古,资源管理,重玩价值,怀旧,二维",The Sociopath Software,The Sociopath Software,37,PC,单人,否,8
The Emptiness Deluxe Edition,"休闲,冒险,恐怖,隐藏物体,指向 &amp; 点击",Hooligans Entertainment,Viva Media,36,PC,单人,否,8
The Dream Collector,"独立,休闲,虚拟现实",Pinta Studios,Pinta Studios,11,PC,单人,是,8
Offendron Warrior,"免费,动作,独立,街机,怀旧,困难,清版射击,弹幕射击,射击,横向滚屏,二维,复古,游戏制作,快节奏,太空,80 年代,非主流经典,控制器,经典,像素图形",Hijong Park,PsychoFlux Entertainment,Free,PC,单人,否,8
Draft Day Sports: Pro Football 2019,"体育,策略,独立,模拟",Wolverine Studios,Wolverine Studios,70,PC,单人,否,8
So Much Blood,"独立,迷宫探索,程序生成,射击,像素图形,血腥","Zachary Berenger,Eli Aldinger","Zachary Berenger,Eli Aldinger",15,PC,单人,否,8
The Secret Of Hildegards,"休闲,隐藏物体,解谜",Komar Games,Libredia,15,PC,单人,否,8
CyberThreat,"动作,独立,虚拟现实,抢先体验,开放世界,第一人称射击,机器人,科幻,赛博朋克,沙盒,子弹时间,清版射击,射击,飞行",Enigmatic,"Enigmatic,Leading Role",68,PC,单人,是,8
VR Rome,"独立,休闲,冒险,模拟,角色扮演,体育,虚拟现实",Steven Luo,Steven Luo,50,PC,单人,是,8
DOJAGI: The Korean Pottery,"模拟,虚拟现实","UTPlus Interactive, Inc.","UTPlus Interactive, Inc.",70,PC,单人,否,8
Cave Quest,"动作,独立,休闲,三消,仅鼠标",MD Studio,HH-Games,22,PC,单人,否,8
Towertale,"动作,独立,平台游戏,动漫,动作角色扮演,好评原声音轨,单人,剧情丰富,二维,横向滚屏,奇幻,多结局,砍杀,氛围,快节奏,控制器,自选历险体验,选择取向,视觉小说,彩色",MiSou Games,MiSou Games,37,PC,单人,否,8
Blood Branched Sakura,"动作,独立,冒险,血腥,潜行,单人,恐怖,毁灭,恶魔,砍杀,生存,氛围,垂直卷轴射击,大师级",Dedreek The-Terrible,Unreal Gaming,15,PC,单人,否,8
MilitAnt,"动作,独立,射击,平台游戏",Xibalba Studios,Xibalba Studios,MilitAnt Demo,PC,单人,否,8
Black Viper: Sophia's Fate,"休闲,隐藏物体,指向 &amp; 点击",TiconBlu,Microids Indie,36,PC,单人,否,8
Wolf: The Evolution Story,"角色扮演,大型多人在线,模拟,动作,冒险,休闲",Foxie Ventures,App Business Ventures LLC,50,PC,大型多人在线,否,8
Life and Debt: A Real Life Simulator,"模拟,休闲,策略,生活模拟,二维,独立,单人,欢乐,拟真,像素图形,经济,资源管理,放松",Static City Games,Static City Games,22,PC,单人,否,8
王者战车,"免费,动作,策略,休闲,模拟,体育,冒险,大型多人在线","acechariot,acechariot","acechariot,acechariot",免费开玩,PC,大型多人在线,是,8
Elleros Origins: Season I,"抢先体验,开放世界",Frogmore Beta Testing,Frogmore Beta Testing,,PC,其他,否,8
Vault Cracker,"冒险,隐藏物体,指向 &amp; 点击",Gogii Games,Strategy First,21,PC,单人,否,8
War of Castle VR,"独立,抢先体验,动作,大型多人在线,虚拟现实",lemonvr,lemonvr,48,PC,大型多人在线,是,8
Tex Murphy: The Pandora Directive,"冒险,全动态影像,推理,黑色,经典,指向 &amp; 点击,赛博朋克,悬疑,反乌托邦,选择取向,90 年代,多结局,非主流经典,喜剧,探索,科幻,末日,第一人称视角,过场动画,剧情丰富",Access Software,Nightdive Studios,36,PC,单人,否,8
The Cameron Files: The Secret at Loch Ness,"冒险,休闲,指向 &amp; 点击",Microids,Microids,15,PC,单人,否,8
Reverse x Reverse,"动作,独立,平台解谜,二维,困难,单人,动漫,类魂系列,可爱",desunoya,Sekai Project,36,PC,单人,否,8
Valknut,"模拟,策略,独立,休闲,建造,资源管理,即时战略,中世纪,经济,程序生成,单人,困难,放松,氛围,历史,4X,好评原声音轨,管理",Dyrnwyn Games,Dyrnwyn Games,41,PC,单人,否,8
Chasing Styx,"免费,动作,独立,冒险,弹幕射击,像素图形,二维",ForepawSoft,ForepawSoft,免费,PC,单人,否,8
Legend of GBC Tycoon,"休闲,冒险,独立,动作,策略,角色扮演,体育,模拟,RPG制作大师",绚丽奈落,0Cube,13,PC,单人,是,8
Silver Grapple,"动作,冒险,平台游戏,像素图形,二维","Jamie Rollo,Tom Campbell",Jamie Rollo,48,PC,单人,否,8
Birdsketball,"体育,动作,独立",Waynetron,Waynetron,11,PC,单人,否,8
DOJAGI: The Korean Pottery,"模拟,虚拟现实","UTPlus Interactive, Inc.","UTPlus Interactive, Inc.",70,PC,单人,否,8
Deputy Dangle,"动作,独立,冒险,物理,欢乐",Chashu Entertainment,Chashu Entertainment,36,PC,单人,否,8
Paralysis,"动作,独立,抢先体验,暴力,血腥,休闲,恐怖,多人",Justin Jackson,Justin Jackson,15,PC,多人,否,8
The Emptiness Deluxe Edition,"休闲,冒险,恐怖,隐藏物体,指向 &amp; 点击",Hooligans Entertainment,Viva Media,36,PC,单人,否,8
The House,"恐怖,独立,动作,冒险,步行模拟,第一人称视角,黑暗",Konsordo,Konsordo,22,PC,单人,否,8
The Subject,"冒险,独立,恐怖,科幻,生存恐怖,生存,解谜,第一人称视角,隐藏物体",DarkStone Digital,DarkStone Digital,39,PC,单人,否,8
Katy & Bob: Cake Café,"休闲,策略",Workroom7,8floor,50,PC,单人,否,8
Battle Chess,"桌上游戏,策略,棋类,经典,回合制,等角",Interplay Entertainment Corp.,Interplay Entertainment Corp.,36,PC,单人,否,8
War on Folvos,"策略,独立,回合制,战争,战争游戏,科幻,回合战略,等角,军事,坦克",Lonely Troops,Lonely Troops,18,PC,单人,否,8
Cave Quest,"动作,独立,休闲,三消,仅鼠标",MD Studio,HH-Games,22,PC,单人,否,8
Attrition: Tactical Fronts,"独立,休闲,策略,模拟,六角格棋盘,回合制,回合战略,回合制战术,单人,纵轴,风格化,重玩价值,多人,等角,非线性,彩色,回合制战斗,可爱,解谜",Cardboard Keep,Cardboard Keep,50,PC,单人,是,8
Black Rainbow,"冒险,独立,指向 &amp; 点击,解谜,隐藏物体,女性主角",Cateia Games,Libredia Entertainment,28,PC,单人,否,8
Concealed Intent,"策略,独立,模拟,太空,回合制战斗,回合制战术,战术,回合制,回合战略,重玩价值",Jarrah Technology,Jarrah Technology,50,PC,单人,否,8
Viral EX,"动作,独立,虚拟现实",Fierce Kaiju Ltd,Fierce Kaiju Ltd,36,PC,单人,否,8
FlowState,"免费,竞速,模拟,体育,抢先体验,动作","Timothy Ichiyasu,Joshua Rice",None,免费开玩,PC,单人,否,8
De'Vine: World of Shadows,"角色扮演,独立,冒险,RPG制作大师,卡牌游戏,二维,制作,钓鱼,剧情丰富,单人,氛围,怀旧,策略,好评原声音轨,开放世界,沙盒,像素图形,农业,重玩价值",Stapleton,Stapleton,18,PC,单人,否,8
Slightly Magic - 8bit Legacy Edition,"独立,怀旧",Colin Jones &amp; The Potassium Frog,Potassium Frog Limited,25,PC,单人,否,8
RAMS,"抢先体验,动作,独立,大型多人在线,暴力,大逃杀,射击",AFY Games,AFY Games,22,PC,大型多人在线,否,8
校园恋物语|Love in School,"独立,角色扮演,视觉小说,动漫",樱,樱,6,PC,单人,是,8
Dog Duty,"动作,独立,策略,抢先体验,即时战术,欢乐,军事,即时战略,狗,美国,像素图形,彩色,战争",Zanardi and Liza,SOEDESCO Publishing,37,PC,单人,是,8
A Plot Story,"休闲,解谜,隐藏物体",Shaman Games Studio,Shaman Games Studio,21,PC,单人,否,8
Blood Branched Sakura,"动作,独立,冒险,血腥,潜行,单人,恐怖,毁灭,恶魔,砍杀,生存,氛围,垂直卷轴射击,大师级",Dedreek The-Terrible,Unreal Gaming,15,PC,单人,否,8
Mystery Case Files: The Black Veil Collector's Edition,"冒险,休闲,隐藏物体",Eipix Entertainment,Big Fish Games,36,PC,单人,否,8
Attrition: Tactical Fronts,"独立,休闲,策略,模拟,六角格棋盘,回合制,回合战略,回合制战术,单人,纵轴,风格化,重玩价值,多人,等角,非线性,彩色,回合制战斗,可爱,解谜",Cardboard Keep,Cardboard Keep,50,PC,单人,是,8
The Subject,"冒险,独立,恐怖,科幻,生存恐怖,生存,解谜,第一人称视角,隐藏物体",DarkStone Digital,DarkStone Digital,39,PC,单人,否,8
Farm Tribe 2,"休闲,模拟",CrioGames,Big Fish Games,28,PC,单人,否,8
Comicado,设计与插画,Jugilus,Jugilus,36,PC,其他,否,8
Arch Virtual HQ,"设计与插画,虚拟现实","Arch Virtual, LLC","Arch Virtual, LLC",免费游玩,PC,其他,否,8
Concealed Intent,"策略,独立,模拟,太空,回合制战斗,回合制战术,战术,回合制,回合战略,重玩价值",Jarrah Technology,Jarrah Technology,50,PC,单人,否,8
Power Solitaire VR,"免费,休闲,独立,虚拟现实",Parkerhill Reality Labs,Parkerhill Reality Labs,免费游玩,PC,单人,否,8
Pawarumi,"独立,清版射击,弹幕射击,街机,射击,科幻,困难,太空,竞分,彩色,垂直卷轴射击,女性主角,好评原声音轨,欲罢不能,未来,战术,架空,单人,控制器,怀旧",Manufacture 43,Manufacture 43,50,PC,单人,是,8
Slashy Hero,"休闲,动作,冒险","The Gentlebros,General Arcade",Kongregate,28,PC,单人,否,8
The Emptiness Deluxe Edition,"休闲,冒险,恐怖,隐藏物体,指向 &amp; 点击",Hooligans Entertainment,Viva Media,36,PC,单人,否,8
Cave Quest,"动作,独立,休闲,三消,仅鼠标",MD Studio,HH-Games,22,PC,单人,否,8
Owen to have fun!,"独立,休闲,动作,冒险",mailcat07,mailcat07,6,PC,单人,否,8
RAMS,"抢先体验,动作,独立,大型多人在线,暴力,大逃杀,射击",AFY Games,AFY Games,22,PC,大型多人在线,否,8
War of Castle VR,"独立,抢先体验,动作,大型多人在线,虚拟现实",lemonvr,lemonvr,48,PC,大型多人在线,是,8
ULTIMATE ARENA: SHOWDOWN,"抢先体验,休闲,模拟",Triverske,Triverske,22,PC,单人,否,8
Stratego? Multiplayer,策略,OrangeGames,"OrangeGames,YoudaGames",28,PC,其他,否,8
MilitAnt,"动作,独立,射击,平台游戏",Xibalba Studios,Xibalba Studios,MilitAnt Demo,PC,单人,否,8
Davyria: Heroes of Eternity,"动作,冒险,独立,类魂系列,角色扮演,单人,剑术,卡通化,动作角色扮演,黑暗奇幻,动作冒险,格斗",Sebastian Groll,Sebastian Groll,26,PC,单人,否,8
El Hincha Rusia 2018,"免费,体育,冒险,动作,独立,抢先体验,休闲",LABASE Entertainment,XBIT S.A.C,免费,PC,单人,否,8
Dog Duty,"动作,独立,策略,抢先体验,即时战术,欢乐,军事,即时战略,狗,美国,像素图形,彩色,战争",Zanardi and Liza,SOEDESCO Publishing,37,PC,单人,是,8
Makross,"实用工具,单人",Rule of Fun,Rule of Fun,37,PC,单人,否,8
Cross Pixels,"休闲,策略,独立,解谜,放松",crowgames UG (haftungsbeschr?nkt),crowgames UG (haftungsbeschr?nkt),28,PC,单人,否,8
Domiverse,"动作,独立,2D 格斗,快节奏,二维,格斗,本地多人,本地合作,像素图形,多人,4人本地",Haunted Tie,Plug In Digital,43,PC,本地多人,是,8
World War Party: Game Of Trump,"动作,暴力,体育,策略,血腥,独立",bad monkee,bad monkee,免费游玩,PC,单人,否,8
Don't Look Down,"动作,独立,竞速,虚拟现实",Catapult Games,Catapult Games,80,PC,单人,是,8
Revolution : Virtual Playspace,"冒险,角色扮演,模拟,策略,独立,抢先体验,桌上游戏",Dragom,Dragom,68,PC,单人,否,8
校园恋物语|Love in School,"独立,角色扮演,视觉小说,动漫",樱,樱,6,PC,单人,是,8
FlowState,"免费,竞速,模拟,体育,抢先体验,动作","Timothy Ichiyasu,Joshua Rice",None,免费开玩,PC,单人,否,8
Phantom Jump,"独立,平台游戏,二维,困难",Phantom Pine Studios,Phantom Pine Studios,免费,PC,单人,否,8
The Indifferent Wonder of an Edible Place,"休闲,免费,冒险,独立,单人",Studio Oleomingus,The Irregular Corporation,免费,PC,单人,否,8
Diamond Caves,"独立,动作,休闲,怀旧,解谜",diamond productions,diamond productions,35,PC,单人,否,8
The Princess and The Frog,"冒险,阖家,女性主角",Griptonite Games,Disney,70,PC,单人,否,8
Mystery Case Files: Madame Fate ,"休闲,隐藏物体",Big Fish Games,Big Fish Games,28,PC,单人,否,8
Unending Dusk,"动作,独立,角色扮演,冒险,暴力,清版动作,赛博朋克,像素图形,裸露,动作角色扮演,二维,好评原声音轨,砍杀,合作,在线合作,多人,寻宝,控制器,怀旧,恶魔",Vindicate Games,Vindicate Games,41,PC,合作,否,8
PixelRPG,"免费,角色扮演,冒险,动作,休闲,策略,像素图形",Fun Guy Apps,Fun Guy Apps,免费开玩,PC,单人,否,8
Clark | HOOVA VR,"免费,休闲,虚拟现实,恐怖",The Mill,The Mill,免费游玩,PC,单人,否,8
RAMS,"抢先体验,动作,独立,大型多人在线,暴力,大逃杀,射击",AFY Games,AFY Games,22,PC,大型多人在线,否,8
Beneath the Surface,"体育,钓鱼,免费,休闲,轻游戏,放松,欲罢不能",carla51,carla51,免费,PC,单人,否,8
War of Castle VR,"独立,抢先体验,动作,大型多人在线,虚拟现实",lemonvr,lemonvr,48,PC,大型多人在线,是,8
Dark Parables: Ballad of Rapunzel Collector's Edition,"冒险,休闲,隐藏物体",Blue Tea Games,Big Fish Games,37,PC,单人,否,8
Skytropolis,"殖民模拟,模拟,独立,虚拟现实,城市营造",Mythical City Games,LNG Studios,80,PC,单人,否,8
Battlecraft - Tactics Online,"免费,策略,独立,抢先体验,回合制战术,多人,战术,棋类,战术角色扮演",Sigil Entertainment,Sigil Entertainment,免费开玩,PC,多人,否,8
The Indifferent Wonder of an Edible Place,"休闲,免费,冒险,独立,单人",Studio Oleomingus,The Irregular Corporation,免费,PC,单人,否,8
Ishmael,"免费,独立,休闲,模拟,角色扮演,冒险,短片,互动小说,氛围,剧情丰富,视觉小说",Jordan Magnuson,Jordan Magnuson,免费,PC,单人,否,8
Mystery Case Files: Madame Fate ,"休闲,隐藏物体",Big Fish Games,Big Fish Games,28,PC,单人,否,8
Dog Duty,"动作,独立,策略,抢先体验,即时战术,欢乐,军事,即时战略,狗,美国,像素图形,彩色,战争",Zanardi and Liza,SOEDESCO Publishing,37,PC,单人,是,8
Lost Artifacts: Time Machine,"策略,休闲,时间管理",GameOn Production,8floor,50,PC,单人,否,8
Unending Dusk,"动作,独立,角色扮演,冒险,暴力,清版动作,赛博朋克,像素图形,裸露,动作角色扮演,二维,好评原声音轨,砍杀,合作,在线合作,多人,寻宝,控制器,怀旧,恶魔",Vindicate Games,Vindicate Games,41,PC,合作,否,8
校园恋物语|Love in School,"独立,角色扮演,视觉小说,动漫",樱,樱,6,PC,单人,是,8
UBERMOSH Vol.5,"独立,动作,街机,好评原声音轨,快节奏,怀旧,非主流经典,像素图形,弹幕射击",Walter Machado,Walter Machado,70,PC,单人,否,8
Escape The Museum,"冒险,隐藏物体,指向 &amp; 点击",Gogii Games,Strategy First,21,PC,单人,否,8
Simmetri,"教育,游戏开发,动画制作和建模,抢先体验,虚拟现实","Simmetri, Inc.","Simmetri, Inc.",Free,PC,其他,否,8
Soviet Monsters: Ekranoplans,"模拟,策略",santasco.com,IV Productions,48,PC,单人,否,8
Biomydra,"独立,动作,冒险",Class of 2015-2016,Campus ADN,免费,PC,单人,否,8
FlowState,"免费,竞速,模拟,体育,抢先体验,动作","Timothy Ichiyasu,Joshua Rice",None,免费开玩,PC,单人,否,8
Loading Human,"冒险,虚拟现实",Untold Games,Maximum Games,90,PC,单人,否,8
Without Escape,"冒险,独立,指向 &amp; 点击,恐怖,解谜,第一人称视角,血腥",Bumpy Trail Games,Bumpy Trail Games,22,PC,单人,否,8
The Window Box,"独立,冒险,色情内容,视觉小说,女性主角,剧情丰富,黑色幽默,LGBTQ+,好评原声音轨,单人,短片,悬疑,超现实,喜剧,情感,欢乐,休闲,解谜,动漫,唯美",Sundew Studios,Sundew Studios,43,PC,单人,否,8
VR Karts SteamVR,"独立,休闲,竞速,虚拟现实",Viewpoint Games,Viewpoint Games,48,PC,单人,否,8
"Libra of the Vampire Princess: Lycoris & Aoi in ""The Promise"" PLUS Iris in ""Homeworld"" ","冒险,休闲,模拟,视觉小说,动漫","onomatope*,MiKandi Japan","onomatope*,MiKandi Japan",52,PC,单人,否,8
Battleship Lonewolf,"动作,策略,太空,科幻,独立","WolfShipGames Co., Ltd.","WolfShipGames Co., Ltd.",32,PC,单人,是,8
Runeous: Part One,"独立,休闲,模拟,视觉小说,冒险,蒸汽朋克,剧情丰富,免费",Novel Tea Games,Lost Fables,免费,PC,单人,否,8
High School Otome,"免费,视觉小说,少女游戏,恋爱模拟",Sonya Fung,CloudNovel LLC,免费,PC,单人,否,8
Lingua Fleur: Lily,"冒险,独立,视觉小说,LGBTQ+,女性主角,动漫","Narrator,STORIA",Narrator,23,PC,单人,是,8
Phantom Jump,"独立,平台游戏,二维,困难",Phantom Pine Studios,Phantom Pine Studios,免费,PC,单人,否,8
BlackShadows,"独立,冒险,恐怖",IceGames Studios,IceGames Studios,15,PC,单人,否,8
Blood Alloy: Reborn,"动作,独立,像素图形,平台游戏,赛博朋克,女性主角",Suppressive Fire Games,Nkidu Games Inc.,43,PC,单人,否,8
LOGistICAL: South Africa,"休闲,独立,策略,解谜,资源管理,交通运输,教育",Sacada,Sacada,22,PC,单人,否,8
Laserium,"独立,休闲,冒险",Garage Games,Garage Games,6,PC,单人,否,8
ViKubb,"体育,休闲,虚拟现实,多人,竞技",Samiri Studios,Whitway Studios,18,PC,多人,否,8
Fear of Clowns,"独立,动作,冒险,恐怖",Mikhail Nevsky,Mikhail Nevsky,6,PC,单人,否,8
Planet in the Shadows,"冒险,独立,类Rogue",Sergey Bobrov,Sergey Bobrov,18,PC,单人,否,8
校园恋物语|Love in School,"独立,角色扮演,视觉小说,动漫",樱,樱,6,PC,单人,是,8
War of Castle VR,"独立,抢先体验,动作,大型多人在线,虚拟现实",lemonvr,lemonvr,48,PC,大型多人在线,是,8
ULTIMATE ARENA: SHOWDOWN,"抢先体验,休闲,模拟",Triverske,Triverske,22,PC,单人,否,8
A Roll-Back Story,"独立,冒险,平台游戏,困难,类银河战士恶魔城,物理",iQuantile,iQuantile,Free,PC,单人,否,8
Damsel,"独立,动作,女性主角,平台游戏,吸血鬼,二维,街机,单人,小游戏,好评原声音轨,困难,漫画",Screwtape Studios,Screwtape Studios,63,PC,单人,是,8
麻神消消乐,"独立,休闲,策略,免费,模拟,体育,竞速",MiaoXi Studio,MiaoXi Studio,,PC,单人,是,8
Domino Sky,"独立,休闲,策略,模拟,解谜,物理,单人,3D,放松",Russpuppy,Russpuppy,18,PC,单人,否,8
LOGistICAL: South Africa,"休闲,独立,策略,解谜,资源管理,交通运输,教育",Sacada,Sacada,22,PC,单人,否,8
ViKubb,"体育,休闲,虚拟现实,多人,竞技",Samiri Studios,Whitway Studios,18,PC,多人,否,8
Temple of Rust,"免费,独立,抢先体验,休闲,动作,角色扮演,冒险,砍杀,控制器,风格化",James Mearman,www.dev-zoo.net,免费,PC,单人,否,8
Draft Day Sports: Pro Golf,"模拟,体育,独立",Wolverine Studios,Wolverine Studios,37,PC,单人,否,8
Piggy Poggy Pog,"休闲,独立,冒险,模拟,平台游戏,心理恐怖",TSS Studio,TSS Studio,11,PC,单人,否,8
Super Kaiju,"动作,虚拟现实",Directive Games Limited,Directive Games Limited,68,PC,单人,是,8
OddPlanet,"冒险,独立,平台游戏,氛围,横向滚屏",Indievision,Indievision,28,PC,单人,否,8
Phantom Jump,"独立,平台游戏,二维,困难",Phantom Pine Studios,Phantom Pine Studios,免费,PC,单人,否,8
FlowState,"免费,竞速,模拟,体育,抢先体验,动作","Timothy Ichiyasu,Joshua Rice",None,免费开玩,PC,单人,否,8
Metal Soldiers 2,"动作,二维",Play365,Play365,6,PC,单人,否,8
RedEyes 赤瞳之勋,"动作,角色扮演,独立,冒险,策略,动漫",RiceMaster,RiceMaster,18,PC,单人,是,8
Rodent Warriors,"独立,角色扮演,二维,像素图形,可爱,黑色幽默,动作角色扮演,寻宝,类Rogue","Kevin Smeltzer,Azucena Nu?ez",Rodent Warriors,37,PC,单人,否,8
Potato Thriller Steamed Potato Edition,"独立,动作,冒险,心理恐怖,欢乐,恐怖,网红,剧情丰富,好评原声音轨,生存恐怖,光明会,恶魔,裸露,动漫,二战,第一人称视角,恋爱模拟,色情内容",Samer Khatib (Snowconesolid Productions),Samer Khatib (Snowconesolid Productions),15,PC,单人,否,8
Heirs And Graces,"独立,休闲,冒险,视觉小说,LGBTQ+,恋爱模拟,奇幻,裸露,单人,选择取向,喜剧,自选历险体验",Winter Wolves,Winter Wolves,68,PC,单人,否,8
Dragon World,"动作,独立,龙,玩家对战,多人,大逃杀,在线合作,合作,奇幻,生存",FreezeNova,FreezeNova,11,PC,多人,是,8
横扫天下,"免费,休闲,角色扮演,大型多人在线,冒险",北京趣酷科技有限公司,北京趣酷科技有限公司,免费,PC,大型多人在线,是,8
103,"冒险,独立,休闲,恐怖,心理恐怖",Dystopia Interactive,Dystopia Interactive,11,PC,单人,是,8
The Song of Terminus  終焉的迴響:護界者之歌,"免费,动作,独立,抢先体验",拉貢拉斯找金粒,拉貢拉斯找金粒,免费开玩,PC,单人,否,8
Anthelion,动作,Rovio Sweden AB,War Child Gaming,100,PC,单人,否,8
Monster Farm,"独立,休闲,模拟",Educational Games,Educational Games,15,PC,单人,否,8
Incredible Dracula II: The Last Call Collector's Edition,"冒险,休闲,策略","New Bridge Games,Alawar Entertainment",Buka Entertainment,34,PC,单人,否,8
GE Neuro,"休闲,模拟,虚拟现实",Kite &amp; Lightning,Kite &amp; Lightning,,PC,单人,否,8
Island Marauder,"免费,独立,冒险,解谜",MSOL,MSOL,免费开玩,PC,单人,否,8
Predator VR,"动作,冒险,血腥,暴力,虚拟现实",Phosphor Studios,FoxNext VR Studio,,PC,单人,否,8
Oakwood,"血腥,暴力,独立,恐龙,恐怖,生存恐怖,黑暗,第一人称视角","Breaking Dimensions,Polygon Dust Entertainment Ltd.",Breaking Dimensions,22,PC,单人,否,8
THE GREY MAN,"休闲,冒险,独立",ATTACK MOUNTAIN,ATTACK MOUNTAIN,28,PC,单人,否,8
Rocwood Academy,"冒险,休闲,独立,策略,模拟,卡牌游戏,视觉小说,互动小说,剧情丰富,文字为基础,自选历险体验",Openlab Games,Openlab Games,15,PC,单人,是,8
THE GREY MAN,"休闲,冒险,独立",ATTACK MOUNTAIN,ATTACK MOUNTAIN,28,PC,单人,否,8
校园恋物语|Love in School,"独立,角色扮演,视觉小说,动漫",樱,樱,6,PC,单人,是,8
GROW: Wild West,"独立,休闲,单人,可爱,冒险,设计与插画,二维,探索,模拟,解谜,卡通化,阖家,动态记叙,建造,动作,氛围,剧情丰富,制作,平台解谜,彩色",Armatur Games,Armatur Games,15,PC,单人,否,8
Rytmik Player,"音频制作,音乐,实用工具,独立,大师级","CINEMAX, s.r.o.","CINEMAX, s.r.o.",,PC,其他,否,8
Predator VR,"动作,冒险,血腥,暴力,虚拟现实",Phosphor Studios,FoxNext VR Studio,,PC,单人,否,8
Rocwood Academy,"冒险,休闲,独立,策略,模拟,卡牌游戏,视觉小说,互动小说,剧情丰富,文字为基础,自选历险体验",Openlab Games,Openlab Games,15,PC,单人,是,8
The Song of Terminus  終焉的迴響:護界者之歌,"免费,动作,独立,抢先体验",拉貢拉斯找金粒,拉貢拉斯找金粒,免费开玩,PC,单人,否,8
Island Marauder,"免费,独立,冒险,解谜",MSOL,MSOL,免费开玩,PC,单人,否,8
Doughlings: Arcade,"独立,动作,街机,关卡编辑,怀旧,经典,二维,单人,控制器,阖家,彩色,卡通,好评原声音轨,冒险,休闲,解谜,快节奏,重玩价值,可爱,困难",Hero Concept,Hero Concept,22,PC,单人,是,8
War of Castle VR,"独立,抢先体验,动作,大型多人在线,虚拟现实",lemonvr,lemonvr,48,PC,大型多人在线,是,8
Monstrous,"动作,冒险,抢先体验,吸血鬼,黑暗奇幻,剑术,格斗,暴力",Red Disk Games,Red Disk Games,50,PC,单人,否,8
