游戏名,类型,开发商,发行商,价格,平台,性质,是否支持中文,历史在线峰值
Soldiers of the Universe,"动作,冒险,独立,第一人称射击,战争,多人,暴力,抢先体验",Rocwise Entertainment,Rocwise Entertainment,22,PC,多人,是,21
There's a Butcher Around,"休闲,独立,恐怖,像素图形,二维,心理恐怖,平台游戏",Qianmo Interact,Qianmo Interact,6,PC,单人,否,21
DrumBeats VR,"模拟,抢先体验,虚拟现实","Marcel Eissens,VRROOM Ultimate VR Experiences BV",The I Love Company BV,37,PC,单人,否,21
MyTD,"策略,独立,休闲,塔防",DaTigerGame,DaTigerGame,免费游玩,PC,单人,是,21
Dr. Cares - Family Practice,"冒险,模拟,休闲","Nitreal,GameHouse",Gamehouse,43,PC,单人,是,21
Robot Wants It All,"动作,独立,类银河战士恶魔城,像素图形,二维,机器人,平台游戏,横向滚屏,探索,怀旧,单人,阖家,困难,复古,快节奏,彩色,角色动作","Hamumu Games, Inc.","Hamumu Games, Inc.",70,PC,单人,否,21
Game Tengoku CruisinMix Special,"动作,清版射击,动漫","CITY CONNECTION,Chara-Ani",Degica,88,PC,共享/分屏合作,否,21
Forest Fortress,"色情内容,裸露,动漫,冒险,视觉小说,独立,成人,休闲,奇幻,恋爱模拟,工作场所不宜,剧情丰富,选择取向,爱情,可爱,二维",Flaming Firefly,Flaming Firefly ,58,PC,单人,否,21
FlyInside Flight Simulator,"独立,模拟,飞行,虚拟现实,抢先体验,物理,拟真,单人,氛围,开放世界",FlyInside Inc.,FlyInside Inc.,242,PC,单人,否,21
Crossroad,"休闲,冒险,独立,视觉小说,少女游戏,女性主角,动漫,爱情,奇幻",kalanhow,TsunamiGames,32,PC,单人,否,21
Super,"暴力,休闲,动作,冒险,免费,独立,抢先体验",Jeff Trier,Jeff Trier,免费,PC,单人,否,21
Sticky Apps,"实用工具,设计与插画,软件,仅鼠标,独立,硬件,单人,模组,Epic,休闲,在线合作,第一人称射击","Tim Sullivan,StartupTim, LLC","Tim Sullivan,StartupTim, LLC",18,PC,单人,是,21
The Floor is Jelly,"独立,平台解谜,平台游戏,好评原声音轨,物理,解谜,二维,放松",Ian Snyder,Ian Snyder,36,PC,单人,否,21
The Great Perhaps,"冒险,独立,休闲,恐怖,时空旅行,单人,二维,剧情丰富,短片,科幻,悬疑,解谜,氛围,探索,末日,第三人称视角,风格化,阖家,好评原声音轨,手绘",Caligari Games,Daedalic Entertainment,38,PC,单人,是,21
Super,"暴力,休闲,动作,冒险,免费,独立,抢先体验",Jeff Trier,Jeff Trier,免费,PC,单人,否,21
The Floor is Jelly,"独立,平台解谜,平台游戏,好评原声音轨,物理,解谜,二维,放松",Ian Snyder,Ian Snyder,36,PC,单人,否,21
Milkmaid of the Milky Way,"冒险,独立,指向 &amp; 点击,像素图形,女性主角,记叙,短片,二维",Mattis Folkestad,machineboy,25,PC,单人,否,21
keyg,"独立,解谜,二维,困难,无声主角,极简主义,好评原声音轨,单人,剧情丰富,试验性,短片,动作,打字,蓄意操控困难,抽象",Axel Sonic,Axel Sonic,22,PC,单人,否,21
Forest Fortress,"色情内容,裸露,动漫,冒险,视觉小说,独立,成人,休闲,奇幻,恋爱模拟,工作场所不宜,剧情丰富,选择取向,爱情,可爱,二维",Flaming Firefly,Flaming Firefly ,58,PC,单人,否,21
Crossroad,"休闲,冒险,独立,视觉小说,少女游戏,女性主角,动漫,爱情,奇幻",kalanhow,TsunamiGames,32,PC,单人,否,21
Bombinator,"免费,动作,抢先体验,独立",Solid Patterns,Solid Patterns,免费开玩,PC,在线合作,否,21
Shady Brook - A Dark Mystery Text Adventure,"冒险,休闲,独立,角色扮演,裸露,色情内容,文字为基础,互动小说,恐怖,单人,探索,指向 &amp; 点击,悬疑,剧情丰富",Storycentric Worlds,Unimatrix Productions,15,PC,单人,否,21
Eurofighter Typhoon,"动作,飞行,模拟",Rage Software,Funbox Media Ltd,15,PC,单人,否,21
There's a Butcher Around,"休闲,独立,恐怖,像素图形,二维,心理恐怖,平台游戏",Qianmo Interact,Qianmo Interact,6,PC,单人,否,21
Front Wars,"策略,独立,回合战略,异步多人",Homemade Games,Homemade Games,28,PC,异步多人,是,21
Sticky Apps,"实用工具,设计与插画,软件,仅鼠标,独立,硬件,单人,模组,Epic,休闲,在线合作,第一人称射击","Tim Sullivan,StartupTim, LLC","Tim Sullivan,StartupTim, LLC",18,PC,单人,是,21
bit Dungeon+,"独立,角色扮演,像素图形,类Rogue",Dolores Entertainment,Dolores Entertainment,,PC,单人,是,21
Plastic Playground,"免费,动作,第一人称射击,多人,射击",Tomorrow Arts,GP Games,免费游玩,PC,多人,否,21
Beat Boxers,"免费,动作,节奏,格斗,多人,2D 格斗,本地多人,音乐",BYU Animation -  Class of 2018,Brigham Young University,免费,PC,多人,否,21
Pajama Sam 3: You Are What You Eat From Your Head To Your Feet,"冒险,休闲,指向 &amp; 点击,阖家,剧情丰富",Humongous Entertainment,"Humongous Entertainment,Nightdive Studios",28,PC,单人,否,21
Little Big Adventure 2,"冒险,动作,角色扮演,经典,休闲,90 年代,剧情丰富,单人,好评原声音轨,怀旧,等角,氛围,二维,解谜,续作,逻辑,悬疑,复古,指向 &amp; 点击,无声主角",Dotemu,Dotemu,18,PC,单人,否,21
Soldiers of the Universe,"动作,冒险,独立,第一人称射击,战争,多人,暴力,抢先体验",Rocwise Entertainment,Rocwise Entertainment,22,PC,多人,是,21
Jagged Alliance Gold,"策略,角色扮演,动作,经典,回合制,回合战略,回合制战术,战术,战术角色扮演,单人,怀旧,大师级","Sir-Tech,Madlab Software",THQ Nordic,36,PC,单人,否,21
The Kings' Crusade,"策略,中世纪,即时战略",NeoCoreGames,Paradox Interactive,27,PC,单人,否,21
Sinful Eden,"裸露,成人,恋爱模拟,角色扮演,独立,休闲,动漫,视觉小说",Dualhaze,Dualhaze,28,PC,单人,否,21
Race: The WTCC Game,"竞速,汽车模拟,驾驶,模拟",SimBin,SimBin,116,PC,单人,否,21
The Cup,"免费,动作,角色扮演,独立,休闲",Logan Acree,INCENDIARY ENTERTAINMENT,免费,PC,单人,否,21
Saint Slaughter X Days,"角色扮演,独立,休闲,冒险,视觉小说,动漫",Hollowings,YAMAYURI GAMES,15,PC,单人,是,21
Pick a Hero,"策略,独立,休闲,卡牌游戏",vikingfabian.com,vikingfabian.com,11,PC,单人,否,21
Stunt Kite Masters VR,"模拟,体育,动作,虚拟现实",HandyGames,HandyGames,21,PC,单人,否,21
Game Tengoku CruisinMix Special,"动作,清版射击,动漫","CITY CONNECTION,Chara-Ani",Degica,88,PC,共享/分屏合作,否,21
Pets Sniper Shooting,"动作,独立,策略,模拟,冒险,角色扮演",Enaayah Software Development and Services Private Limited,Enaayah Software Development and Services Private Limited,6,PC,单人,否,21
C14 Dating,"独立,休闲,冒险,少女游戏,恋爱模拟,女性主角,视觉小说,动漫,单人,自选历险体验,喜剧,选择取向,模拟,小游戏",Winter Wolves,Winter Wolves,68,PC,单人,否,21
Siegecraft Commander,"动作,策略,即时战略,基地建设,单人,多人,独立,回合战略,奇幻,回合制,欢乐,虚拟现实",Blowfish Studios,Blowfish Studios,68,PC,单人,否,21
PlayClaw 6,"实用工具,视频制作,音频制作,网络出版,软件培训",Eduard Kozadaev,Eduard Kozadaev,90,PC,其他,是,21
Meow-Jong Solitaire,"休闲,策略,模拟,猫","Pixel Barrage Entertainment, Inc.","Pixel Barrage Entertainment, Inc.",11,PC,单人,否,21
Robot Wants It All,"动作,独立,类银河战士恶魔城,像素图形,二维,机器人,平台游戏,横向滚屏,探索,怀旧,单人,阖家,困难,复古,快节奏,彩色,角色动作","Hamumu Games, Inc.","Hamumu Games, Inc.",70,PC,单人,否,21
Eddy Violet,"动作,冒险,独立,角色扮演",大谷 DGSpitzer,大谷 DGSpitzer,10,PC,单人,是,21
Endless Night - Alpha,"独立,抢先体验,动作,冒险,虚拟现实",Yerawizard LLC,Yerawizard LLC,免费,PC,单人,否,21
ChronoBreach,"免费,独立,动作,单人,平台游戏,时空操控,像素图形,机器人,短片,时空旅行,地底",UpsilonGames,UpsilonGames,免费,PC,单人,否,21
Clash of the Monsters,"免费,独立,动作,格斗,多人,恐怖",Cadence Games,Cadence Games,免费游玩,PC,多人,否,21
bit Dungeon+,"独立,角色扮演,像素图形,类Rogue",Dolores Entertainment,Dolores Entertainment,,PC,单人,是,21
Endless Night - Alpha,"独立,抢先体验,动作,冒险,虚拟现实",Yerawizard LLC,Yerawizard LLC,免费,PC,单人,否,21
Deep Space,"动作,免费,独立,多人,血腥,暴力,抢先体验,恐怖","Bondo Games,Blake Gillman","Bondo Games,Winning Streak Entertainment",免费开玩,PC,多人,否,21
Deserter Simulator,"动作,独立,模拟,竞速",Pocket Queries,Zoo Corporation,36,PC,单人,是,21
Typical,"独立,裸露,休闲,冒险,视觉小说,少女游戏,女性主角,爱情,动漫",kalanhow,TsunamiGames,32,PC,单人,否,21
Eve of Souls: Static Pod,"冒险,角色扮演,独立,抢先体验,恐怖,RPG制作大师,动漫,女性主角,像素图形",LighTea Fish Studio,SakuraGame,11,PC,单人,是,21
Starlight Tactics,"策略,动作,独立,太空","Escape Hatch Entertainment,LLC","Escape Hatch Entertainment, LLC",36,PC,单人,否,21
Plight,"免费,独立,冒险,解谜",NewFort Studios,Castle Production Services,免费,PC,单人,否,21
Bloodbath,"动作,格斗",Freedom Factory,United Independent Entertainment GmbH,48,PC,单人,否,21
Arena of Cube,"动作,休闲,大型多人在线,沙盒,免费",Allosaurus,Allosaurus,免费开玩,PC,大型多人在线,是,21
Legionwood 2: Rise of the Eternal's Realm,"角色扮演,休闲,RPG制作大师,单人",Dark Gaia Studios,Degica,25,PC,单人,否,21
Christmas Stories: Nutcracker Collector's Edition,"冒险,休闲,隐藏物体",Elephant Games,Big Fish Games,36,PC,单人,否,21
Robot Wants It All,"动作,独立,类银河战士恶魔城,像素图形,二维,机器人,平台游戏,横向滚屏,探索,怀旧,单人,阖家,困难,复古,快节奏,彩色,角色动作","Hamumu Games, Inc.","Hamumu Games, Inc.",70,PC,单人,否,21
C14 Dating,"独立,休闲,冒险,少女游戏,恋爱模拟,女性主角,视觉小说,动漫,单人,自选历险体验,喜剧,选择取向,模拟,小游戏",Winter Wolves,Winter Wolves,68,PC,单人,否,21
Soldiers of the Universe,"动作,冒险,独立,第一人称射击,战争,多人,暴力,抢先体验",Rocwise Entertainment,Rocwise Entertainment,22,PC,多人,是,21
SpaceShot,"动作,独立,休闲",Shevchenko Technology,Shevchenko Technology,6,PC,单人,否,21
极限低模桌宠,"动画制作和建模,实用工具,抢先体验,设计与插画",UltimateDesktop,UltimateDesktop,18,PC,其他,是,21
Stunt Kite Masters VR,"模拟,体育,动作,虚拟现实",HandyGames,HandyGames,21,PC,单人,否,21
PLAYNE,"独立,休闲,放松,模拟,自然,开放世界,剧情丰富,第一人称视角,氛围,抢先体验,单人,探索,步行模拟,视觉小说,唯美",Krish Shrikumar,Vismaya,37,PC,单人,否,21
封神策,"免费,策略,角色扮演,大型多人在线,休闲",蝴蝶互动信息技术有限公司,蝴蝶互动信息技术有限公司,免费,PC,大型多人在线,是,21
Indie Game Sim,"独立,模拟,动作,平台游戏",Lost Decade Games,Lost Decade Games,31,PC,单人,否,21
Grisaia Phantom Trigger Vol.5,"冒险,休闲,暴力,动漫,视觉小说,可爱",Frontwing,Frontwing USA,67,PC,单人,是,21
All-Star Fruit Racing,"竞速,动作,体育,多人,分屏,独立,阖家,欢乐,卡通化,休闲,女性主角,限时,谐仿,4人本地,抢先体验",3DClouds,PQube Limited,70,PC,多人,是,21
Wondershot,"独立,本地多人,4人本地,多人",Leikir Studio,Leikir Studio,42,PC,本地多人,否,21
Vertical Strike Endless Challenge,"动作,独立,飞行,模拟,战争,军事,好评原声音轨,休闲,策略,射击,单人,控制器,拟真",Project ICKX,PLAYISM,21,PC,单人,否,21
Zero-G,"独立,体育,动作,本地多人,本地合作,合作,4人本地,多人,竞技,科幻,怀旧,单人,未来,团队导向,足球/美式足球,控制器,合作战役,电竞,足球",Søren Trautner Madsen,Trautner Games,31,PC,本地多人,否,20
Overpower,"动作,抢先体验,独立,角色扮演,竞技场射击,第三人称射击,多人在线战术竞技,射击",Hydrant Games,Hydrant Games,34,PC,多人在线战术竞技,否,20
National Rugby Manager,"模拟,动作,策略,休闲,体育","Biological Systems Modeling,Alternative Software",Alternative Software,67,PC,单人,否,20
Weather Lord: Following the Princess Collector's Edition,"休闲,策略,冒险,时间管理,资源管理,单人,欲罢不能,独立",Yustas Game Studio,Alawar Entertainment,36,PC,单人,否,20
Bannerman,"独立,动作,暴力,血腥,冒险,剑术,好评原声音轨,困难,中世纪,像素图形,二维",Armitage Games,Armitage Games,37,PC,单人,否,20
Toki Time Trial,"免费,解谜",DigiPen Institute of Technology,DigiPen Institute of Technology,免费,PC,单人,否,20
Shipwreck,"冒险,独立,像素图形,角色扮演,纵轴",Brushfire Games,Brushfire Games,15,PC,单人,否,20
Master Levels for DOOM II,"动作,第一人称射击,经典,射击,第一人称视角,怀旧,90 年代,单人,科幻,血腥,恶魔,僵尸,可模组化,好评原声音轨,恐怖,困难,复古",id Software,id Software,48,PC,单人,否,20
Disney Classic Games Aladdin and the Lion King,"动作,平台游戏,经典,二维,单人",Digital Eclipse,"Disney,Nighthawk Interactive",90,PC,单人,否,20
Survival Vacancy,"殖民模拟,策略,模拟,独立,抢先体验,建造,生存,自动化,制作,基地建设,管理,沙盒,物品管理,资源管理,合作,多人",Mind Leak,Mind Leak,Build 24-10-2019,PC,合作,否,20
Theatre of War 2: Africa 1943,"策略,模拟,二战,即时战略",1C Entertainment,1C Entertainment,21,PC,单人,否,20
Luxor 2 HD,"休闲,三消,解谜",MumboJumbo,MumboJumbo,36,PC,单人,否,20
Utopia,"休闲,独立,模拟,策略,城市营造,解谜,放松,创世神",DAX Entertainment,DAX Entertainment,22,PC,单人,否,20
Pumped BMX Pro,"单车,自行车越野,体育","Yeah Us!,Warp Digital Entertainment",Curve Digital ,50,PC,单人,否,20
PAKO - Car Chase Simulator,"竞速,动作,独立,本地多人,4人本地,好评原声音轨,驾驶",Tree Men Games,Tree Men Games,15,PC,本地多人,否,20
Pumped BMX Pro,"单车,自行车越野,体育","Yeah Us!,Warp Digital Entertainment",Curve Digital ,50,PC,单人,否,20
Theatre of War 2: Africa 1943,"策略,模拟,二战,即时战略",1C Entertainment,1C Entertainment,21,PC,单人,否,20
Regenesis Arcade Lite,"动作,冒险,休闲,虚拟现实,射击,未来,毁灭,自制枪械,科幻,生存,解谜,独立,街机,物理,探索,人工智能,机器人",Hyperbook Studio,Blue Technology Sp. z o.o.,免费,PC,单人,是,20
Panzer Elite Action Fields of Glory,"模拟,动作,坦克,二战",Zootfly,HandyGames,36,PC,单人,否,20
Masteroid,"休闲,模拟,太空",Narfox LLC,Narfox LLC,22,PC,单人,否,20
Asdivine Hearts,"角色扮演,冒险,休闲,独立,策略,日系角色扮演,RPG制作大师,动漫,回合制,奇幻,单人,怀旧,复古,像素图形,视觉小说,团队角色扮演",Exe Create Inc.,KEMCO,36,PC,单人,否,20
Traverser,"冒险,独立,动作,女性主角,解谜",Gatling Goat Studios,Adult Swim Games,48,PC,单人,否,20
Disney Classic Games Aladdin and the Lion King,"动作,平台游戏,经典,二维,单人",Digital Eclipse,"Disney,Nighthawk Interactive",90,PC,单人,否,20
RollerCoaster Legends 2: Thor's Hammer,"冒险,独立,休闲,虚拟现实",WarDucks,WarDucks,26,PC,单人,否,20
DAOKER: A BANISHED TIGER,"角色扮演,策略,动作,独立,暴力,血腥,抢先体验,生存,基地建设,沙盒,历史,贸易",不想上班工作室™,大沃电艺,48,PC,单人,是,20
Northern Tale,"休闲,策略,模拟,冒险,时间管理",Realore,Qumaron,15,PC,单人,否,20
T-Kara Puzzles,"休闲,独立,解谜,多人,回合制,单人,阖家,重玩价值,异步多人,触控,氛围,放松",Mexond,Mexond,21,PC,多人,是,20
SUPER FLAIL,"休闲,动作,独立,免费,街机,二维,怀旧,困难,像素图形,清版射击,单人,垂直卷轴射击,纵轴,竞分,快节奏,游戏制作",CryptMade,PsychoFlux Entertainment,Free,PC,单人,否,20
Time Travelling Navy Seal Ninja Warrior,"动作,独立,冒险,虚拟现实",Fletcher St-Germain,Fletcher St-Germain,35,PC,单人,否,20
Hero Village Simulator,"策略,冒险,角色扮演,独立,休闲,模拟",Smelter,Smelter,12,PC,单人,是,20
Winds of Change - The Opening Act,"冒险,免费,独立,剧情丰富,视觉小说,角色扮演,模拟,指向 &amp; 点击",Tall Tail Studios,Tall Tail Studios,,PC,单人,否,20
Isolation,"冒险,独立,恐怖",Interactive Gaming Studios,Interactive Gaming Studios,免费游玩,PC,单人,否,20
ShotForge,"独立,模拟,虚拟现实",Alix,Alix,免费,PC,单人,否,20
Minos Strategos,"策略,回合制,程序生成,回合战略",BrainGoodGames,BrainGoodGames,31,PC,单人,否,20
Disney's Princess Enchanted Journey,"冒险,女性主角,动作,阖家,大师级,光明会,黑暗,好评原声音轨",Papaya Studio,Disney,70,PC,单人,否,20
Luxor 2 HD,"休闲,三消,解谜",MumboJumbo,MumboJumbo,36,PC,单人,否,20
Worshippers,"角色扮演,策略,回合战略,桌游,4X,独立",Brainwashing Games,Brainwashing Games,37,PC,单人,否,20
Utopia,"休闲,独立,模拟,策略,城市营造,解谜,放松,创世神",DAX Entertainment,DAX Entertainment,22,PC,单人,否,20
Starlight Inception,"动作,模拟,独立,太空,科幻,Kickstarter","Escape Hatch Entertainment, LLC","Escape Hatch Entertainment, LLC",36,PC,单人,否,20
HRDINA,"免费,独立,动作,休闲,平台游戏",Bartoš Studio,Bartoš Studio,免费,PC,单人,否,20
IKEA VR Pancake Kitchen,"虚拟现实,迷幻,免费,第一人称视角,弹幕射击,阖家,砍杀,龙,奇幻,竞技场射击,架空,模拟,视觉小说,制作,快节奏,物理,独立,休闲,合作,第三人称视角",IKEA Communications AB,IKEA Communications AB,免费游玩,PC,合作,否,20
Refill your Roguelike,"免费,独立,抢先体验,休闲,动作,冒险",Homebrew Cult,Homebrew Cult,免费开玩,PC,单人,否,20
LUXOR: 5th Passage ,"休闲,动作,冒险,三消",MumboJumbo,MumboJumbo,36,PC,单人,否,20
Farm Frenzy: Heave Ho,"休闲,模拟,策略,独立,女性主角,放松,氛围,时间管理","Alawar Stargaze,Alawar Entertainment",Buka Entertainment,22,PC,单人,否,20
Burn Zombie Burn,"动作,僵尸,双摇杆射击,垂直卷轴射击",doublesix,P2 Games,,PC,单人,否,20
Toricky,"独立,动作,冒险,休闲,策略,平台游戏,二维,动漫,动作冒险,街机,风格化,平台解谜,探索,怀旧,欢乐,氛围,单人,好评原声音轨,机器人,选择取向",Atelier Melon-Kissa,Atelier Melon-Kissa,50,PC,单人,是,20
Unit 4,"动作,独立,平台游戏,4人本地,本地合作,像素图形",Gamera Interactive,Gamera Interactive,48,PC,本地合作,否,20
WebbVR: The James Webb Space Telescope Virtual Experience,"免费,休闲,模拟,太空,虚拟现实,太空模拟,物理,探索",Space Telescope Science Institute,Space Telescope Science Institute,免费,PC,单人,否,20
Collision Course,"抢先体验,恐龙,冒险,动作,独立,生存,第一人称射击,开放世界",Crynosaurs,Crynosaurs,51,PC,单人,否,20
Kingmaker: Rise to the Throne,"休闲,冒险,隐藏物体,指向 &amp; 点击,二维,单人,中世纪,悬疑,奇幻,解谜,历史",Cordelia Games,Artifex Mundi,50,PC,单人,是,20
Shennong: Taste of Illusion,"动作,休闲,独立,虚拟现实",Pinta Studios,"Pinta Studios,Jaunt China",15,PC,单人,是,20
Shadows Peak,"恐怖,冒险,动作,生存恐怖,氛围,开放世界,心理恐怖,第一人称视角,悬疑,单人,惊悚,生存,灵异,剧情丰富,探索,成人,心理,好评原声音轨,黑暗,射击",Andrii Vintsevych,Andrii Vintsevych,37,PC,单人,是,20
Unit 4,"动作,独立,平台游戏,4人本地,本地合作,像素图形",Gamera Interactive,Gamera Interactive,48,PC,本地合作,否,20
Shennong: Taste of Illusion,"动作,休闲,独立,虚拟现实",Pinta Studios,"Pinta Studios,Jaunt China",15,PC,单人,是,20
Toricky,"独立,动作,冒险,休闲,策略,平台游戏,二维,动漫,动作冒险,街机,风格化,平台解谜,探索,怀旧,欢乐,氛围,单人,好评原声音轨,机器人,选择取向",Atelier Melon-Kissa,Atelier Melon-Kissa,50,PC,单人,是,20
Shadows Peak,"恐怖,冒险,动作,生存恐怖,氛围,开放世界,心理恐怖,第一人称视角,悬疑,单人,惊悚,生存,灵异,剧情丰富,探索,成人,心理,好评原声音轨,黑暗,射击",Andrii Vintsevych,Andrii Vintsevych,37,PC,单人,是,20
Gladiator: Sword of Vengeance,"冒险,动作,经典,砍杀,血腥",Throwback Entertainment,Throwback Entertainment,32,PC,单人,否,20
Kanova,"动画制作和建模,抢先体验,虚拟现实,设计与插画",Foundry,Foundry,免费,PC,其他,否,20
Collision Course,"抢先体验,恐龙,冒险,动作,独立,生存,第一人称射击,开放世界",Crynosaurs,Crynosaurs,51,PC,单人,否,20
LUXOR: 5th Passage ,"休闲,动作,冒险,三消",MumboJumbo,MumboJumbo,36,PC,单人,否,20
Disney's Princess Enchanted Journey,"冒险,女性主角,动作,阖家,大师级,光明会,黑暗,好评原声音轨",Papaya Studio,Disney,70,PC,单人,否,20
Quake III: Team Arena,"动作,射击,第一人称射击,第一人称视角,竞技,多人,快节奏,经典,竞技场射击",id Software,id Software,59,PC,多人,否,20
Viviette,"独立,冒险,像素图形,动作,二维,恐怖,单人,解谜,黑暗,悬疑,惊悚,RPG制作大师,怀旧,纵轴,好评原声音轨,多结局,氛围,生存恐怖,心理恐怖,可爱",DYA Games,DYA Games,39,PC,单人,是,20
Kingmaker: Rise to the Throne,"休闲,冒险,隐藏物体,指向 &amp; 点击,二维,单人,中世纪,悬疑,奇幻,解谜,历史",Cordelia Games,Artifex Mundi,50,PC,单人,是,20
Utopia,"休闲,独立,模拟,策略,城市营造,解谜,放松,创世神",DAX Entertainment,DAX Entertainment,22,PC,单人,否,20
SPY Fox 2: Some Assembly Required,"冒险,休闲,指向 &amp; 点击,阖家",Humongous Entertainment,"Humongous Entertainment,Nightdive Studios",28,PC,单人,否,20
KOBOLD: Chapter I,"冒险,虚拟现实,恐怖,悬疑,生存",anotherworld GmbH,anotherworld GmbH,32,PC,单人,否,20
VR: Vacate the Room,"冒险,虚拟现实,独立,解谜,哲理,恐怖,单人,短片",hOSHI,hOSHI,18,PC,单人,是,20
ALICE VR,"冒险,独立,虚拟现实,探索,悬疑",Carbon Studio,Klabater,36,PC,单人,是,20
Celestial Crossing,"裸露,色情内容,独立,恋爱模拟,动漫,冒险,视觉小说,剧情丰富",Touwaku Studio,Touwaku Studio,22,PC,单人,否,20
Regenesis Arcade Lite,"动作,冒险,休闲,虚拟现实,射击,未来,毁灭,自制枪械,科幻,生存,解谜,独立,街机,物理,探索,人工智能,机器人",Hyperbook Studio,Blue Technology Sp. z o.o.,免费,PC,单人,是,20
Luxor 2 HD,"休闲,三消,解谜",MumboJumbo,MumboJumbo,36,PC,单人,否,20
Nancy Drew: Ransom of the Seven Ships ,"冒险,指向 &amp; 点击,解谜,剧情丰富,好评原声音轨,经典,仅鼠标,欢乐,推理,女性主角,氛围,休闲,探索,非主流经典,伪3D,小说改编,二维,怀旧,单线剧情,阖家",HeR Interactive,HeR Interactive,28,PC,单人,否,20
Speedway Challenge Career,竞速,Artur Berkowski Berobasket,Artur Berkowski Berobasket,22,PC,单人,否,20
Spider Wars,"动作,模拟,冒险,独立,抢先体验,休闲,策略",CarVin Interactive,CarVin Interactive,37,PC,单人,否,20
Mad Combat Marines,"动作,独立,休闲,汽车模拟,多人,第三人称射击,射击,卡通化,驾驶,玩家对战,狙击手,单人,卡通,非线性",FreezeNova,FreezeNova,6,PC,多人,否,20
Q.U.I.R.K.,"抢先体验,动作,独立,虚拟现实,多人,休闲,大型多人在线,沙盒,玩家对战,竞技,建造,可模组化,阖家,彩色,PvE,合作,体育,重玩价值,动作冒险,多人在线战术竞技",uGen Inc.,uGen Inc. ,,PC,多人,否,20
Midnight Mysteries: Salem Witch Trials,"冒险,休闲,隐藏物体,解谜",MumboJumbo,MumboJumbo,36,PC,单人,否,20
Chicken Rider,"免费,动作,休闲,独立,单人,阖家,氛围,冒险,放松,拟真,奔跑",Red Dev Studio S.A.,Ultimate Games S.A.,免费,PC,单人,否,20
Planet Smasher,"策略,独立,休闲,虚拟现实,太空,解谜,回合战略","Robin, Alice, Julia and George",Team Gilbert,18,PC,单人,否,20
Speed Dating for Ghosts,"休闲,独立,模拟,恋爱模拟,视觉小说,剧情丰富,喜剧,黑色幽默,恐怖,手绘,好评原声音轨,短片,LGBTQ+,欢乐,放松,设计与插画",Copychaser Games,Copychaser Games,28,PC,单人,否,20
Dream Hills: Captured Magic,"冒险,休闲,独立,隐藏物体,指向 &amp; 点击,单人,仅鼠标,悬疑,解谜,放松,魔法,氛围,欢乐",Mysterytag,RunServer,18,PC,单人,否,20
【SCP】器関ノ彷徨 -The will of a single Tale-【DEMOver.】,"免费,暴力,血腥,冒险,视觉小说,模拟,动漫,恐怖,色情内容",Stoner Tomohito,GESTALT-§,免费,PC,单人,是,20
N2O,"动作,竞速,好评原声音轨,经典",Urbanscan,Console Classics,,PC,单人,否,20
Pale Spectrum - Part Two of the Book of Gray Magic,"冒险,独立,视觉小说,爱情,自选历险体验,奇幻,LGBTQ+",Ithaqua Labs,Ithaqua Labs,57,PC,单人,否,20
Erinye Demo,"裸露,冒险,暴力,独立,角色扮演,RPG制作大师,动漫,色情内容,动作角色扮演,动作",Karosu-Maker,Karosu-Maker,免费,PC,单人,否,20
The Last Dogma,"冒险,独立,血腥,暴力,第一人称视角,探索,第一人称射击,奇幻,超现实,记叙,试验性,抽象,单人,科幻,欢乐,氛围,中世纪,黑暗,黑色幽默,政治",Sasha Darko,Sasha Darko,28,PC,单人,否,20
Asteroid Fight,"独立,抢先体验,策略,动作,休闲,科幻,像素图形,动作角色扮演,二维",Katta Games,Katta Games,41,PC,在线合作,否,20
Nancy Drew: The Deadly Device,"冒险,指向 &amp; 点击,解谜,欢乐,剧情丰富,女性主角,好评原声音轨,经典,仅鼠标,剧情,伪3D,推理,氛围,休闲,探索,非主流经典,小说改编,二维,怀旧,单线剧情","HeR Interactive, Inc.",HeR Interactive,70,PC,单人,否,20
YOU DON'T KNOW JACK HEADRUSH,"益智问答,休闲,独立,本地多人,喜剧","Jackbox Games, Inc.","Jackbox Games, Inc.",15,PC,本地多人,否,20
Penny Black,"免费,独立,文字为基础,恋爱模拟",Bobby Zeal,Bobby Zeal,免费开玩,PC,单人,否,20
Planet Smasher,"策略,独立,休闲,虚拟现实,太空,解谜,回合战略","Robin, Alice, Julia and George",Team Gilbert,18,PC,单人,否,20
Luxor 2 HD,"休闲,三消,解谜",MumboJumbo,MumboJumbo,36,PC,单人,否,20
YOU DON'T KNOW JACK HEADRUSH,"益智问答,休闲,独立,本地多人,喜剧","Jackbox Games, Inc.","Jackbox Games, Inc.",15,PC,本地多人,否,20
Asteroid Fight,"独立,抢先体验,策略,动作,休闲,科幻,像素图形,动作角色扮演,二维",Katta Games,Katta Games,41,PC,在线合作,否,20
Kautic - The Bald Wizard,"独立,动作,冒险,平台游戏,二维,像素图形,困难",Bad Coffee Games,Bad Coffee Games,15,PC,单人,否,20
BREACH IT,"动作,抢先体验,独立,策略,虚拟现实,多人,模拟,过场动画",Domas Sabockis,Domas Sabockis,6,PC,多人,否,20
Putt-Putt Travels Through Time,"冒险,休闲,大师级,指向 &amp; 点击,阖家,时空旅行,经典,单人,末日,剧情丰富",Humongous Entertainment,"Humongous Entertainment,Nightdive Studios",28,PC,单人,否,20
