游戏名,类型,开发商,发行商,价格,平台,性质,是否支持中文,历史在线峰值
EmergeNYC,"模拟,动作,抢先体验,策略,角色扮演,独立,休闲,开放世界,多人,驾驶,拟真,单人,竞速,汽车模拟,第一人称视角,冒险,第三人称视角",FlipSwitch Games,FlipSwitch Games,EmergeNYC Demo,PC,多人,否,193
Autobahn Police Simulator 2,"模拟,汽车模拟,休闲,动作,拟真,驾驶,开放世界,冒险,单人,策略,竞速,第一人称视角,探索,重玩价值,彩色",Z-Software,Aerosoft GmbH,95,PC,单人,否,193
ABC Coloring Town,"休闲,阖家,教育",EnsenaSoft,EnsenaSoft,11,PC,单人,否,192
Agents of Aggro City Online,"大型多人在线,独立,休闲,角色扮演,策略,冒险,RPG制作大师,奇幻,好评原声音轨,怀旧,单人,未来,大型多人在线角色扮演,轻游戏,策略角色扮演,回合战略,日系角色扮演,复古",Starlight Studios,U Game Me,,PC,大型多人在线,否,192
Edengrad,"大型多人在线,角色扮演,抢先体验,生存,末日,开放世界生存制作,开放世界,制作,沙盒",Huckleberry Games S.A.,Huckleberry Games S.A.,,PC,大型多人在线,否,192
Lion Quest,"动作,冒险,独立,像素图形,平台游戏",Dracula's Cave,Dracula's Cave,26,PC,单人,否,192
Playcraft,"免费,沙盒,大型多人在线,动作,冒险,抢先体验,独立,多人,建造,开放世界,单人,合作",Bebop Games,Bebop Games,免费开玩,PC,大型多人在线,是,192
环道飞行：圣贤之旅,"动作,独立,角色扮演,太空,科幻,剧情丰富,好评原声音轨,射击,多人,合作,清版射击,飞行,本地合作,纵轴",Triple.B.Titles,Triple.B.Titles,21,PC,多人,否,192
8位侵略者,"策略,独立,模拟,即时战略,多人,像素图形,单人,合作,动作,好评原声音轨,科幻,在线合作,怀旧,本地多人,外星人,体素,玩家对战,战争,军事",Petroglyph,Petroglyph,48,PC,多人,是,192
泰坦攻击,"独立,动作,街机,休闲,怀旧,射击,科幻,单人,清版射击,二维,像素图形,复古,外星人",Puppygames,Puppygames,37,PC,单人,否,192
超越善恶,"冒险,女性主角,动作,第三人称视角,非主流经典,潜行,经典,单人,科幻,动作冒险,好评原声音轨,大师级,剧情丰富,开放世界,情感,反乌托邦,平台游戏,探索,氛围,阴谋",Ubisoft,Ubisoft,18,PC,单人,是,192
星际统治者,"策略,独立,太空,4X,即时战略,科幻,大战略,好评原声音轨,单人",Blind Mind Studios,Blind Mind Studios,32,PC,单人,否,192
禅意花园,"独立,休闲",300 fps,300 fps,21,PC,单人,否,192
Paint it Back,"解谜,休闲,独立",Casual Labs,Casual Labs,31,PC,单人,否,192
レイジングループ,"冒险,独立,视觉小说,单人,剧情丰富,悬疑,动漫,暴力,心理恐怖,血腥,氛围,心理,色情内容",KEMCO,KEMCO,88,PC,单人,否,192
Steel Rain,"动作,独立,策略,角色扮演,弹幕射击,清版射击,街机,在线合作,动作角色扮演,生存","PolarityFlow,Adrian Zingg",PolarityFlow,36,PC,在线合作,否,192
剧烈冲突：革命性太空战斗,"策略,独立,动作,休闲,太空,多人,单人,冒险,快节奏,科幻,物理,欢乐,合作,竞技,即时战略,二维",Artifice Studio,Artifice Studio,28,PC,多人,否,192
BloodRayne 2,"动作,吸血鬼,女性主角,血腥,砍杀,第三人称视角,单人,恐怖,经典,第三人称射击,裸露",Terminal Reality,Majesco Entertainment,36,PC,单人,否,191
强袭装甲无限,"动作,独立,机甲世界,太空,街机,科幻,射击,模拟,单人,快节奏,控制器,好评原声音轨,飞行",Born Ready Games Ltd.,Born Ready Games,28,PC,单人,否,191
Mitos y Leyendas Online,"策略,免费,休闲,独立,抢先体验,卡牌游戏,暴力,色情内容",Salo,Salo,免费开玩,PC,其他,否,191
Man O' War: Corsair,"冒险,游戏工坊,动作,独立,海军,海盗,开放世界,策略,角色扮演,海战,单人,抢先体验,奇幻",Evil Twin Artworks,Evil Twin Artworks,16,PC,单人,否,191
Zombie Gotchi,"独立,模拟,抢先体验,休闲,僵尸",SilentFuture,SilentFuture,36,PC,单人,否,191
银河文明1：终极版,"策略,4X,独立,太空,科幻,回合制,单人,回合战略",Stardock Entertainment,Stardock Entertainment,37,PC,单人,否,191
Midvinter,"冒险,独立,指向 &amp; 点击",Talecore Studios,"Talecore Studios,Valiant Game Studio AB",21,PC,单人,否,191
阿佛纳姆：陷阱逃生,"角色扮演,独立,等角,团队角色扮演,奇幻,回合制,策略,单人,复古,网格导向动作,回合制战斗,电脑角色扮演,重制,二维,剧情丰富,开放世界,冒险,怀旧,探索",Spiderweb Software,Spiderweb Software,36,PC,单人,否,190
OF MICE AND SAND -REVISED-,"策略,模拟,基地建设,像素图形,单人,怀旧,可爱",ARC SYSTEM WORKS,ARC SYSTEM WORKS,58,PC,单人,是,190
Project Warlock,"第一人称射击,动作,独立,血腥,像素图形,暴力,怀旧,单人,第一人称视角,好评原声音轨,射击,复古,类Rogue",Buckshot Software,gaming company,40,PC,单人,是,190
圣域 黄金版,"角色扮演,开放世界,砍杀,动作,奇幻,经典,动作角色扮演,单人,等角,冒险,大师级,合作,多人,剧情丰富,寻宝,氛围,女性主角",Ascaron Entertainment ltd.,Strategy First,36,PC,单人,否,190
Ember Strike,"免费,抢先体验,独立,动作,三消,大型多人在线,解谜",Reentry Games,Reentry Games,,PC,大型多人在线,否,190
A Short Hike,"冒险,可爱,独立,探索,放松,像素图形,3D 平台,自然,步行模拟,休闲,欢乐,好评原声音轨,女性主角,单人,短片,开放世界,阖家",adamgryu,adamgryu,32,PC,单人,否,190
Oh...Sir! Prototype,"独立,本地多人,免费,喜剧,多人,欢乐",Vile Monarch,Good Shepherd Entertainment,,PC,本地多人,否,190
交错之魂,"像素图形,冒险,独立,动作,80 年代,好评原声音轨,二维,怀旧,欢乐,剧情丰富,单人,角色扮演,解谜,纵轴,困难",Fourattic,Devolver Digital,48,PC,单人,是,190
急速前行RUSH,"模拟,体育,竞速,动作,飞行,虚拟现实",The Binary Mill,The Binary Mill,70,PC,单人,否,190
星星一号,"独立,生存,动作,大型多人在线,沙盒,暴力,抢先体验,开放世界,多人,制作",IllusoryWorldEntertainment,IllusoryWorldEntertainment,36,PC,大型多人在线,是,190
蛇鹈鸟,"解谜,困难,独立,可爱,彩色,单人,二维",Noumenon Games,Noumenon Games,28,PC,单人,否,190
OF MICE AND SAND -REVISED-,"策略,模拟,基地建设,像素图形,单人,怀旧,可爱",ARC SYSTEM WORKS,ARC SYSTEM WORKS,58,PC,单人,是,190
星星一号,"独立,生存,动作,大型多人在线,沙盒,暴力,抢先体验,开放世界,多人,制作",IllusoryWorldEntertainment,IllusoryWorldEntertainment,36,PC,大型多人在线,是,190
圣域 黄金版,"角色扮演,开放世界,砍杀,动作,奇幻,经典,动作角色扮演,单人,等角,冒险,大师级,合作,多人,剧情丰富,寻宝,氛围,女性主角",Ascaron Entertainment ltd.,Strategy First,36,PC,单人,否,190
急速前行RUSH,"模拟,体育,竞速,动作,飞行,虚拟现实",The Binary Mill,The Binary Mill,70,PC,单人,否,190
交错之魂,"像素图形,冒险,独立,动作,80 年代,好评原声音轨,二维,怀旧,欢乐,剧情丰富,单人,角色扮演,解谜,纵轴,困难",Fourattic,Devolver Digital,48,PC,单人,是,190
The Political Process,"政治模拟,模拟,策略,独立,抢先体验,政治,政治性,回合制",Verlumino Studios LLC,Verlumino Studios LLC,50,PC,单人,否,190
外来空来者,"休闲,动作,独立,合作,外星人,多人,生存,垂直卷轴射击,恐怖,纵轴,单人,射击,本地合作,冒险,街机,双摇杆射击",Triangle Studios,All in! Games,50,PC,合作,是,190
Satellite Rush,"动作,独立,垂直卷轴射击",Kimeric Labs,Plug In Digital,25,PC,单人,否,189
Warplanes: WW2 Dogfight,"免费,二战,动作,独立,飞行,模拟,多人,战争游戏,射击,策略",Home Net Games,Home Net Games,免费开玩,PC,多人,是,189
无夜之国,"角色扮演,动漫,日系角色扮演,女性主角,动作,砍杀,色情内容,裸露,好评原声音轨,单人,LGBTQ+,成人","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",88,PC,单人,否,189
Command: Modern Air / Naval Operations WOTY,"策略,模拟,海军,军事,战争游戏,拟真,现代,战术,即时含暂停,单人,战争,冷战",WarfareSims,Slitherine Ltd.,,PC,单人,否,189
Starfall Online,"免费,大型多人在线,策略,角色扮演,即时战略",Snowforged Entertainment,Snowforged Entertainment,免费开玩,PC,大型多人在线,否,189
帕克斯新星,"策略,4X,回合制,太空,回合战略,抢先体验,独立,科幻,大战略,政治,军事,选择取向,回合制战斗,管理,探索,建造,单人,程序生成,冒险,经典",Grey Wolf Entertainment,Iceberg Interactive,80,PC,单人,否,189
引理,"跑酷,第一人称视角,冒险,独立,动作,女性主角,单人,体素,3D 平台",Helvetica Scenario,Helvetica Scenario,48,PC,单人,否,189
太空游走,"模拟,策略,动作,冒险,角色扮演,独立,太空,潜行,太空模拟,科幻,开放世界",Flat Earth Games,505 Games,80,PC,单人,否,189
Interstellar Space: Genesis,"独立,策略,4X,科幻,太空,回合制",Praxis Games,Praxis Games,90,PC,单人,否,189
中途,"角色扮演,策略,独立,动作,回合制,像素图形,科幻,回合战略,战术,太空,单人,二维,回合制战术,未来,纵轴",Robotality,Chucklefish,42,PC,单人,否,189
完美高尔夫,"模拟,体育,高尔夫球,策略,独立",PERFECT PARALLEL,"Perfect.Golf, Inc.",100,PC,单人,否,189
乐高加勒比海盗：亡灵宝藏,"动作,冒险,乐高,海盗,阖家,本地合作,单人,多人,欢乐,喜剧,开放世界",Traveller's Tales,Disney,70,PC,本地合作,否,189
3DMark 11,"实用工具,标杆测试",UL,UL,,PC,其他,否,189
夭折,"开放世界生存制作,生存,动作,开放世界,冒险,第一人称视角,独立,血腥,模拟,跑酷,恐怖,单人,探索,制作,生存恐怖,剧情丰富,氛围,拟真,色情内容,僵尸",IndieGala,IndieGala,70,PC,单人,否,189
海猫：黄金梦想曲,"动作,格斗,2D 格斗,独立,动漫,好评原声音轨,多人,网红,心理恐怖",07th Expansion,MangaGamer,80,PC,多人,否,189
12 Labours of Hercules V: Kids of Hellas,"休闲,策略,独立,时间管理,资源管理,单人","Jetdogs Studios,Zoom Out Games",Jetdogs Studios,15,PC,单人,否,189
Rocking Pilot,"独立,动作,街机,清版射击,弹幕射击,怀旧,困难,永久死亡,双摇杆射击,暴力,快节奏","Gungrounds,Mad Head Games",Mad Head Games,15,PC,单人,是,189
Deuterium Wars,"免费,动作,大型多人在线,多人,角色扮演,独立,PvE,重玩价值,制作,射击,玩家对战,开放世界,抢先体验,生存,好评原声音轨,末日,二维,沙盒,毁灭,建造",Disquire,Disquire,免费开玩,PC,大型多人在线,否,189
乔治入侵,"塔防,策略,独立,休闲,动作,科幻,外星人,太空,触控",Futuremark,Futuremark,36,PC,单人,否,188
神经空,"动作,独立,动作类 Rogue,角色扮演,本地合作,轻度 Rogue,好评原声音轨,双摇杆射击,像素图形,赛博朋克,类Rogue,弹幕射击,纵轴,未来,合作,二维,科幻,永久死亡,机器人,合作战役",Flying Oak Games,Dear Villagers,40,PC,本地合作,否,188
邪恶南瓜：失落万圣节,"休闲,冒险,隐藏物体,指向 &amp; 点击,解谜",Two Desperados,Two Desperados,36,PC,单人,否,188
Simutrans,"模拟,免费,火车,管理,经济,策略,建造,沙盒,像素图形,困难,多人",The Simutrans Team,Open Source Publishing,,PC,多人,是,188
亮晶晶：闪闪王国,"角色扮演,冒险,动作,独立,格斗,动漫,奇幻,好评原声音轨,动作角色扮演,开放世界,日系角色扮演,单人",Enigami,Focus Home Interactive,38,PC,单人,否,188
玛蕾与黑海迷宫,"角色扮演,冒险,独立,裸露,女性主角,色情内容,动漫,欢乐,日系角色扮演,RPG制作大师,网红",Yumenamakon,Kagura Games,39,PC,单人,是,188
地下环线,"独立,冒险,休闲,文字为基础,视觉小说,推理,机器人,科幻,剧情丰富,单人,赛博朋克,短片,好评原声音轨,氛围,悬疑",Bithell Games,Bithell Games,25,PC,单人,否,188
修道院：受难的父亲,"恐怖,动作,裸露,暴力,女性主角,血腥,生存恐怖,心理恐怖,冒险,独立,潜行,氛围,剧情丰富,第三人称视角",Stormind Games,Darril Arts,70,PC,单人,是,188
英雄萨姆：首次出击VR,"动作,独立,虚拟现实,抢先体验,血腥,暴力",Croteam VR,"Devolver Digital,Croteam",112,PC,单人,否,188
Ultimate Solid,"独立,动作,冒险,解谜,物理,困难,街机,平台解谜",What The Fantastic Games Group,What The Fantastic Games Group,6,PC,单人,是,188
卓姆比尼人,"休闲,冒险,解谜,教育,阖家,经典,心理恐怖,单人",TERC,Viva Media,36,PC,单人,否,188
崩溃：毁灭的世界,"动作,冒险,砍杀,末日,第三人称视角,第三人称射击,大师级,好评原声音轨,氛围,射击,非主流经典",Creoteam,Buka Entertainment,70,PC,单人,否,188
My Little Farmies,"免费,模拟,休闲,资源管理,建造,多人,单人,农业,管理,中世纪,二维,放松,可爱,贸易,彩色,历史,轻游戏",upjers,upjers,免费开玩,PC,多人,否,188
Simutrans,"模拟,免费,火车,管理,经济,策略,建造,沙盒,像素图形,困难,多人",The Simutrans Team,Open Source Publishing,,PC,多人,是,188
My Little Farmies,"免费,模拟,休闲,资源管理,建造,多人,单人,农业,管理,中世纪,二维,放松,可爱,贸易,彩色,历史,轻游戏",upjers,upjers,免费开玩,PC,多人,否,188
VRC PRO,"汽车模拟,竞速,模拟,体育,独立,动作,休闲,多人",Virtual Racing Industries Ltd.,Virtual Racing Industries Ltd.,122,PC,多人,否,188
Super Bernie World,"免费,独立,动作,冒险,政治性,平台游戏,像素图形,怀旧,单人,2D 平台,横向滚屏,复古,网红,二维,卡通化,休闲,控制器,街机,短片,动作冒险",Gamedevs for Bernie,Kitsune Games,免费,PC,单人,否,188
地下环线,"独立,冒险,休闲,文字为基础,视觉小说,推理,机器人,科幻,剧情丰富,单人,赛博朋克,短片,好评原声音轨,氛围,悬疑",Bithell Games,Bithell Games,25,PC,单人,否,188
英雄萨姆：首次出击VR,"动作,独立,虚拟现实,抢先体验,血腥,暴力",Croteam VR,"Devolver Digital,Croteam",112,PC,单人,否,188
吸血莱恩,"动作,吸血鬼,女性主角,第三人称视角,单人,砍杀,血腥,恐怖,灵异,成人,非主流经典,黑暗,第三人称射击,二战,射击",Terminal Reality,Majesco Entertainment,36,PC,单人,否,187
猫夫人,"恐怖,剧情丰富,独立,冒险,女性主角,心理恐怖,指向 &amp; 点击,黑暗,氛围,成人,好评原声音轨,单人,剧情,心理,情感,猫,血腥,大师级,超现实,解谜",Harvester Games,Screen 7,18,PC,单人,否,187
卡利的洞穴3,"女性主角,独立,动作,冒险,角色扮演,平台游戏,类银河战士恶魔城,像素图形,二维,好评原声音轨,横向滚屏,单人",VDO Games,VDO Games,28,PC,单人,否,187
FPS Monitor,"实用工具,网络出版,游戏开发,视频制作",Eduard Kozadaev,Eduard Kozadaev,41,PC,其他,否,187
Draw Rider 2,"动作,独立,竞速,冒险,模拟,大型多人在线,困难,关卡编辑,血腥,横向滚屏,二维",17Studio,17Studio,15,PC,大型多人在线,否,187
视觉射击,"独立,动作,音乐,困难,快节奏",Bento-Studio,Frogames,22,PC,单人,是,187
幽浮：末日余晖,"策略,战术,科幻,即时含暂停,独立,外星人,单人,回合制,火星,角色扮演,回合战略",Altar Games,Bohemia Interactive,39,PC,单人,否,187
罪恶装备ISUKA,"格斗,2D 格斗,动漫,动作,好评原声音轨,清版动作,街机,本地多人,二维",Arc System Works,Arc System Works,36,PC,本地多人,否,187
血腥街道,"独立,动作,垂直卷轴射击,僵尸,血腥,困难",Headless Wizard,Headless Wizard,21,PC,单人,否,187
The Inner Darkness,"独立,休闲,像素图形,冒险,平台游戏,二维,怀旧,悬疑,单人,恐怖",Nauris Amatnieks,Nauris Amatnieks,21,PC,单人,否,187
Trucker,"汽车模拟,模拟,竞速,动作",Play Publishing,Play Publishing,11,PC,单人,否,187
非伦市的秘密：祖父在哪里,"冒险,休闲,独立,隐藏物体",EJRGames,EJRGames,21,PC,单人,否,186
盗贼的故事,"传统类 Rogue,类Rogue,角色扮演,独立,回合制,冒险,困难",Epixx.org,Epixx.org,28,PC,单人,是,186
反召唤：幽灵部落,"动作,独立,休闲",Roaming Ground Studio,Roaming Ground Studio,免费,PC,单人,否,186
TDP4:Team Battle,"免费,动作,二维,射击,大型多人在线,冒险,多人",JAVELIN OÜ,JAVELIN OÜ,,PC,大型多人在线,否,186
Legal Dungeon,"独立,模拟,冒险",Somi,Somi,28,PC,单人,是,186
空中狂飙,"竞速,独立,战斗竞速,飞行,控制器,多人,动作,街机",Digital Reality,HandyGames,36,PC,多人,否,186
Incredible Dracula: Chasing Love Collector's Edition,"休闲,策略,冒险,时间管理,单人,欲罢不能,独立",New Bridge Games,Alawar Entertainment,Demo version,PC,单人,否,186
Planetoid Pioneers Online,"独立,动作,竞速,体育,抢先体验,多人,物理,PvE,二维,科幻,在线合作,合作,玩家对战",Data Realms,Data Realms,37,PC,多人,否,186
Firefly Online Cortex,"角色扮演,独立,太空,免费,科幻",Spark Plug Games,QMx Interactive,Free To Play,PC,单人,否,186
Rescue Team 5,"休闲,冒险,策略,时间管理,单人,欲罢不能,独立",Rionix,Alawar Entertainment,18,PC,单人,否,186
瑟拉利姆3,"角色扮演,程序生成,迷宫探索,回合制,独立,轻度 Rogue,奇幻,怀旧,像素图形,类Rogue",Thylacine Studios,Thylacine Studios LLC,50,PC,单人,否,186
银河继承者,"策略,太空,4X,独立,科幻,大战略",Crispon Games,"Plug In Digital,Argonauts Interactive",68,PC,单人,否,185
基友大合体3D：一个善于攀爬的硬汉,"独立,体育,模拟,裸露,动作,色情内容,欢乐,成人,多人,喜剧,物理,4人本地,本地多人,在线合作,心理恐怖,竞技,合作,休闲,3D,网红",Stegersaurus Software Inc.,Stegersaurus Software Inc.,28,PC,多人,否,185
山桂,"视觉小说,动漫,女性主角,独立,休闲,冒险,短片,裸露,单人,LGBTQ+",Magenta Factory,Ju Cai,6,PC,单人,是,185
地面部队,"独立,动作,模拟,战术,第一人称射击,抢先体验,拟真,军事,射击,多人,合作,单人,第一人称视角,战争",BlackFoot Studios,BlackFoot Studios,70,PC,多人,否,185
终极毁灭战士,"经典,第一人称射击,动作,90 年代,好评原声音轨,大师级,恶魔,可模组化,怀旧,射击,单人,血腥,第一人称视角,复古,科幻,快节奏,暴力,多人,伪3D,困难",id Software,id Software,18,PC,单人,否,185
闪电足球,"休闲,体育,动作,独立",Applava,Applava,,PC,单人,否,185
Aimtastic,"免费,抢先体验,动作,独立,第一人称射击,电竞,射击,第一人称视角",Victor Möller,Pixel Pointer Studios,免费开玩,PC,单人,否,185
Goliath,"动作,角色扮演,独立,冒险,生存,制作,机器人,开放世界生存制作,开放世界,单人",Whalebox Studio,Octopus Tree,40,PC,单人,否,185
火箭火箭火箭,"独立,动作,休闲,本地多人,体育,策略,本地合作,多人,快节奏,竞速,街机,4人本地,彩色,太空,单人,好评原声音轨,原声音乐,合作,二维","Radial Games Corp,Loren Bednar,Dr. Kimberly Voll,Lindsay Jorgensen",Radial Games Corp,28,PC,本地多人,否,185
VR Benchmark Kanojo,"免费,色情内容,裸露,虚拟现实,动漫,心理恐怖",ILLUSION,ILLUSION,免费开玩,PC,单人,否,185
Shiny Gauntlet,"动作,冒险,角色扮演,独立",Spritewrench,Spritewrench,6,PC,单人,否,185
Galaxy of Pen & Paper,"角色扮演,独立,科幻,像素图形,回合制,太空,单人,二维",Behold Studios,Behold Studios,50,PC,单人,否,185
桥梁构造者：中世纪,"模拟,休闲,独立,建造,解谜,中世纪,物理",ClockStone,Headup Games,36,PC,单人,是,185
Galaxy of Pen & Paper,"角色扮演,独立,科幻,像素图形,回合制,太空,单人,二维",Behold Studios,Behold Studios,50,PC,单人,否,185
Hidden Through Time,"休闲,手绘,二维,欢乐,可爱,设计与插画,恐龙,隐藏物体,解谜,指向 &amp; 点击,关卡编辑,时空旅行,建造,西部,放松,极简主义,触控,阖家,单人,好评原声音轨",Crazy Monkey Studios,Crazy Monkey Studios,32,PC,单人,是,185
VR Benchmark Kanojo,"免费,色情内容,裸露,虚拟现实,动漫,心理恐怖",ILLUSION,ILLUSION,免费开玩,PC,单人,否,185
Neon Beats,"免费,节奏,音乐,独立,好评原声音轨,二维,平台游戏,单人,精确平台,短片,极简主义,重玩价值,困难,竞分,控制器,隐藏物体",OKYO GAMES,OKYO GAMES,免费开玩,PC,单人,是,184
地牢爬行 HD,"独立,策略,角色扮演,迷宫探索,回合制战术,回合制",Drowning Monkeys Games,Drowning Monkeys Games,,PC,单人,否,184
VoiceAttack,"实用工具,声控",VoiceAttack.com,VoiceAttack.com,40,PC,其他,否,184
Refight:The Last Warship,"免费,大型多人在线,策略,大逃杀,海军",梵天游戏,梵天游戏,免费开玩,PC,大型多人在线,是,184
美少女梦工厂5,"模拟,女性主角,动漫,单人,角色扮演,视觉小说,可爱","CFK Co., Ltd.","CFK Co., Ltd.",90,PC,单人,否,184
旅行恋恋,"休闲,角色扮演,信仰,独立,模拟,冒险,抢先体验,动漫",Zero Research Institute,Zero Research Institute,14,PC,单人,是,184
地下城：黑暗领主,"策略,模拟,角色扮演,多人,恶人主角,管理",Realmforge Studios,Kalypso Media Digital,68,PC,多人,否,184
Star Vikings Forever,"休闲,策略,角色扮演,独立,解谜,太空,中世纪",Rogue Snail,Akupara Games,36,PC,单人,否,184
子弹之殇,"动作,第一人称射击,暴力,成人,虚拟现实,子弹时间,3D,射击,第一人称视角,时空操控",VikingVRStudio,VikingVRStudio,88,PC,单人,是,184
iO,"独立,动作,竞速,物理,解谜,平台解谜,二维",Gamious,Gamious,22,PC,单人,否,184
Gunvolt Chronicles: Luminous Avenger iX,"动作,平台游戏,动漫,像素图形,横向滚屏,二维,单人,好评原声音轨,独立","INTI CREATES CO., LTD.","INTI CREATES CO., LTD.",50,PC,单人,是,184
Baldr Sky,"视觉小说,动作,角色扮演,冒险,科幻,动漫,剧情丰富,多结局,色情内容,裸露,单人,暴力,赛博朋克,机甲世界,成人,工作场所不宜,未来,血腥,模拟,好评原声音轨",GIGA,Sekai Project,138,PC,单人,是,184
Red Trigger,"免费,独立,解谜,第一人称射击,跑酷,第一人称视角,单人,策略,射击,冒险,动作,未来,极简主义,好评原声音轨,氛围",Maxime Vézina,Maxime Vézina,免费开玩,PC,单人,否,183
Discouraged Workers TEEN,"独立,冒险,视觉小说,动漫,单人,心理恐怖,黑暗,第一人称视角,剧情丰富,好评原声音轨,历史,小说改编,拟真,试验性,控制器,氛围,反乌托邦,心理,非主流经典,女性主角",YGGDRASIL STUDIO,YGGDRASIL STUDIO,Demo,PC,单人,是,183
格利纳高地,"农场模拟,角色扮演,独立,模拟,冒险,休闲,动作,农业,生活模拟,像素图形,恐怖",Emilios Manolidis,Emilios Manolidis,37,PC,单人,是,183
Zup! S,"休闲,独立,解谜,二维,放松,物理,极简主义,单人,短片,快节奏,可爱",Quiet River,Quiet River,6,PC,单人,是,183
蒙特祖玛的宝藏4,"休闲,三消,独立,冒险,氛围,解谜,可爱",Alawar Entertainment,Buka Entertainment,28,PC,单人,否,183
当滑雪缆车出问题时,"模拟,独立,休闲,建造,物理,沙盒,欢乐,滑雪,体育,关卡编辑,解谜,抢先体验,二维,彩色",Hugecalf Studios,Curve Digital,15,PC,单人,是,183
温柔刺客,"潜行,动作,女性主角,二战,第三人称视角,单人,氛围,暗杀,历史,第三人称射击,冒险,大师级,困难",Replay Studios,Missing Link Games,11,PC,单人,否,183
像素垃圾：射击终极版,"动作,双摇杆射击,合作,二维,物理,射击,本地合作,解谜","Q-Games Ltd.,Double Eleven",Double Eleven,36,PC,合作,否,183
Armada 2526 Gold Edition,"策略,独立,4X,太空,回合战略,科幻",Ntronium Games,Iceberg Interactive,68,PC,单人,否,183
死亡后遗症,"动作,休闲,独立,血腥,街机,像素图形,怀旧",Retro Army Limited,Retro Army Limited,22,PC,单人,否,183
死亡微笑,"清版射击,弹幕射击,街机,动漫,动作,独立,好评原声音轨,女性主角,哥特","CAVE Interactive CO.,LTD.",Degica,68,PC,单人,否,183
逃离死亡岛,"僵尸,冒险,生存,动作,第三人称视角,开放世界,血腥,恐怖,单人,多人,卡通化,砍杀,潜行,氛围,大师级,合作,动漫,生存恐怖,第三人称射击",Fatshark,Deep Silver,48,PC,单人,否,183
特许经营曲棍球经理 4,"体育,策略,模拟,独立,冰球",Out of the Park Developments,Out of the Park Developments,70,PC,单人,否,183
Princess Remedy In A Heap of Trouble,"独立,动作,女性主角,角色扮演,怀旧,可爱,像素图形,弹幕射击,好评原声音轨,二维,清版射击,单人,冒险,LGBTQ+,短片",Ludosity,Ludosity,22,PC,单人,否,183
Songs of Araiah: Re-Mastered Edition,"冒险,独立,休闲,角色扮演,视觉小说",vNovel Interactive / Team BG,Sometimes You,,PC,单人,否,183
仙剑奇侠传六,"角色扮演,剧情丰富,好评原声音轨","Softstar Technology (Beijing) Co.,Ltd","Beijing New Era Network Technology Co., Ltd.",60,PC,单人,是,183
Eisenwald: Blood of November,"角色扮演,策略,独立,冒险,中世纪,回合制",Aterdux Entertainment,Aterdux Entertainment,34,PC,单人,否,182
Escape The Pacific,"生存,动作,冒险,角色扮演,模拟,多人,制作,建造,开放世界,独立,开放世界生存制作,抢先体验,沙盒,第一人称视角,单人,探索,拟真,合作,水底,氛围",Gamers4Gamers Team,Gamers4Gamers Team,50,PC,多人,否,182
雾淞贝尔塔,"角色扮演,策略,动漫,战术角色扮演,策略角色扮演,日系角色扮演,回合战略,战术,回合制战斗,独立,可爱,奇幻,回合制,单人,好评原声音轨,回合制战术,迷宫探索,团队角色扮演,卡通化,模拟",NEXT-SOFT+,PLAYISM,48,PC,单人,否,182
Lucid9,"免费,视觉小说,动漫,悬疑,休闲,模拟,剧情丰富,恐怖,独立,选择取向,心理恐怖,好评原声音轨,可爱,裸露",Fallen Snow Studios,Sekai Project,免费游玩,PC,单人,否,182
幽暗扫描,"探索,步行模拟,恐怖,氛围,冒险,独立,第一人称视角,虚拟现实,单人,短片",Introversion Software,Introversion Software,26,PC,单人,是,182
Minds Eyes,"恐怖,免费,动作,生存恐怖,多人,冒险,独立,惊悚,心理恐怖,第一人称视角,试验性,第一人称射击,单人",Stanislaw Truchowski,TurnVex,免费开玩,PC,多人,否,182
恒定重力,"独立,解谜,休闲,动作,平台游戏","International Games System, Co., LTD.","International Games System, Co., LTD.",36,PC,单人,是,182
奇怪策略：邪恶英雄,"角色扮演,策略,独立,回合制,谐仿,战术,欢乐,奇幻,策略角色扮演,冒险,喜剧,单人,休闲,团队角色扮演,日系角色扮演,回合制战术,回合战略,动漫,迷宫探索",Silent Dreams,Headup,36,PC,单人,否,182
奇怪策略：邪恶英雄,"角色扮演,策略,独立,回合制,谐仿,战术,欢乐,奇幻,策略角色扮演,冒险,喜剧,单人,休闲,团队角色扮演,日系角色扮演,回合制战术,回合战略,动漫,迷宫探索",Silent Dreams,Headup,36,PC,单人,否,182
模拟星城,"模拟,管理,科幻,太空,城市营造,殖民模拟,喜剧,经典,即时战略,单人,策略,欢乐,即时含暂停,基地建设,沙盒,好评原声音轨",Square Enix,Square Enix,28,PC,单人,否,182
Escape The Pacific,"生存,动作,冒险,角色扮演,模拟,多人,制作,建造,开放世界,独立,开放世界生存制作,抢先体验,沙盒,第一人称视角,单人,探索,拟真,合作,水底,氛围",Gamers4Gamers Team,Gamers4Gamers Team,50,PC,多人,否,182
Massive Cleavage vs Zombies: Awesome Edition,"血腥,动作,独立,休闲,暴力,僵尸,鲜血,女性主角,黑色幽默,漫画,欢乐,控制器,2D 格斗",Awesome Enterprises,Awesome Enterprises,6,PC,单人,否,182
Sky Is Arrows,"策略,独立,冒险","2,000 Damage",Sometimes You,36,PC,单人,否,181
